,Issue Key,Type,Priority,Affects Version/s,Component/s,Labels,Status,Resolution,Fix Version/s,Assignee,Reporter,Votes,Watchers,Created,Updated,Description,Comments
0,CAMEL-14095,Task,Major,None,3.0.0,"
None
",Resolved,Fixed,3.0.0,Claus Ibsen,Claus Ibsen,0,1,2019-10-21 17:51:39+00:00,2019-10-21 18:40:44+00:00,"Lets use since instead of Available as of Camel version in all those docs.


Since Camel 2.17


Instead of


Available as of Camel version 2.17",
0,CAMEL-14094,Improvement,Major,None,None,"
None
",Resolved,Fixed,3.0.0,Unassigned,Claudio Miranda,0,2,2019-10-21 15:33:48+00:00,2019-10-25 04:48:20+00:00,"Currently camel-Jira depends on jira-rest-java-client 5.1.0 but 5.1.6 is already available on Atlassian repo.


https://packages.atlassian.com/maven-external/com/atlassian/jira/jira-rest-java-client-api/5.1.6/","davsclaus:1571646482:2019-10-21T16:28:02.340+0000:1571646482:2019-10-21T16:28:02.340+0000:You are welcome to submit a PR
claudio4j:1571647146:2019-10-21T16:39:06.166+0000:1571647146:2019-10-21T16:39:06.166+0000:Does it need a backport to camel [camel-2.24.x|https://github.com/apache/camel/tree/camel-2.24.x] or [camel-2.x|https://github.com/apache/camel/tree/camel-2.x] branch ?
davsclaus:1571647792:2019-10-21T16:49:52.445+0000:1571647792:2019-10-21T16:49:52.445+0000:Yeah for camel-2.x branch if its applicable. 2.24.x is patch release and I dont think we should upgrade as its a bigger patch upgrade (0 to 6)."
0,CAMEL-14093,Sub-task,Minor,"3.0.0.RC2, 3.0.0.RC3",3.0.0,"
None
",Resolved,Fixed,3.0.0,Omar Al-Safi,Omar Al-Safi,0,1,2019-10-21 10:10:22+00:00,2019-11-05 16:34:21+00:00,No Desc,
0,CAMEL-14092,Sub-task,Minor,"3.0.0.RC2, 3.0.0.RC3",3.0.0,"
None
",Resolved,Fixed,3.0.0,Omar Al-Safi,Omar Al-Safi,0,1,2019-10-21 10:09:11+00:00,2019-10-31 18:18:59+00:00,No Desc,
0,CAMEL-14091,Sub-task,Minor,"3.0.0.RC2, 3.0.0.RC3",3.0.0,"
None
",Resolved,Fixed,3.0.0,Omar Al-Safi,Omar Al-Safi,0,1,2019-10-21 10:08:06+00:00,2019-10-31 07:27:08+00:00,No Desc,
0,CAMEL-14090,Sub-task,Minor,3.0.0.RC3,3.0.0,"
None
",Resolved,Fixed,3.0.0,Omar Al-Safi,Omar Al-Safi,0,1,2019-10-21 10:06:54+00:00,2019-10-30 08:34:28+00:00,"Per title, we will break camel-debezium into several components",
0,CAMEL-14089,Improvement,Minor,None,3.x,"
None
",Resolved,Won't Fix,3.x,Unassigned,Luca Burgazzoli,0,1,2019-10-21 09:02:21+00:00,2021-02-24 08:53:08+00:00,"Camel main has two main options to auto-discover routes:



by scanning the class path
by scanning the registry



So it is possible that if a user adda a route to the registry programmatically, then the route is present twice and potentially leading to errors because it is also discovered from the classpath.


There are some workaround for that, like:



configure routes inclusion/exclusion patterns
disable auto discovery



But it would be nice if we can give to the use more control about the discovering process like to explicit mark routes from discovering with a dedicated annotation or reusing an existing one like @BindToRegistry.","lb:1614127988:2021-02-24T08:53:08.746+0000:1614127988:2021-02-24T08:53:08.746+0000:With the implementation of the generic route loader, include/exclude filter is more than enough"
0,CAMEL-14088,Bug,Major,None,3.0.0,"
None
",Resolved,Fixed,3.0.0,Andrea Cosentino,Otavio Rodolfo Piske,0,1,2019-10-21 08:23:48+00:00,2019-11-21 19:53:17+00:00,All the links on the registry documentation page are broken:  https://camel.apache.org/manual/latest/registry.html,
0,CAMEL-14087,Bug,Major,3.0.0.RC3,"3.0.0.RC3, 3.0.0","
None
",Resolved,Fixed,"3.0.0.RC3, 3.0.0",Omar Al-Safi,Claus Ibsen,0,1,2019-10-19 18:59:20+00:00,2019-10-20 06:41:35+00:00,When you run a mvn clean install then it regenerate the component roc with a new port number for the databaseServierId.,
0,CAMEL-14086,Bug,Major,"2.23.4, 2.24.2",,"
None
",Resolved,Not A Problem,None,Andrea Cosentino,Andrey Tyurin,0,2,2019-10-18 19:04:20+00:00,2019-10-18 19:54:46+00:00,"Looks like there is no support of Elastic rest client of 7.3.2 version.


There is no method setMaxRetryTimeoutMillis in new elastic client library, but it is called from camel-elastic-rest component:


Caused by: java.lang.NoSuchMethodError: org.elasticsearch.client.RestClientBuilder.setMaxRetryTimeoutMillis(I)Lorg/elasticsearch/client/RestClientBuilder;Caused by: java.lang.NoSuchMethodError: org.elasticsearch.client.RestClientBuilder.setMaxRetryTimeoutMillis(I)Lorg/elasticsearch/client/RestClientBuilder; at org.apache.camel.component.elasticsearch.ElasticsearchProducer.createClient(ElasticsearchProducer.java:274) ~[camel-elasticsearch-rest-2.24.2.jar!/:2.24.2] at org.apache.camel.component.elasticsearch.ElasticsearchProducer.startClient(ElasticsearchProducer.java:265) ~[camel-elasticsearch-rest-2.24.2.jar!/:2.24.2] at org.apache.camel.component.elasticsearch.ElasticsearchProducer.doStart(ElasticsearchProducer.java:256) ~[camel-elasticsearch-rest-2.24.2.jar!/:2.24.2] at org.apache.camel.support.ServiceSupport.start(ServiceSupport.java:72) ~[camel-core-2.24.2.jar!/:2.24.2] at org.apache.camel.util.ServiceHelper.startService(ServiceHelper.java:75) ~[camel-core-2.24.2.jar!/:2.24.2] at org.apache.camel.impl.DefaultCamelContext.deferStartService(DefaultCamelContext.java:1554) ~[camel-core-2.24.2.jar!/:2.24.2] at org.apache.camel.impl.DefaultCamelContext.doAddService(DefaultCamelContext.java:1471) ~[camel-core-2.24.2.jar!/:2.24.2] at org.apache.camel.impl.DefaultCamelContext.addService(DefaultCamelContext.java:1441) ~[camel-core-2.24.2.jar!/:2.24.2] at org.apache.camel.impl.ProducerCache.doGetProducer(ProducerCache.java:578) ~[camel-core-2.24.2.jar!/:2.24.2]","acosentino:1571399646:2019-10-18T19:54:06.507+0000:1571399646:2019-10-18T19:54:06.507+0000:The version used in 2.24.x is 6.5.1. if you need to use elastic search 7, you'll need to switch to camel 3"
