,Issue Key,Type,Priority,Affects Version/s,Component/s,Labels,Status,Resolution,Fix Version/s,Assignee,Reporter,Votes,Watchers,Created,Updated,Description,Comments
0,CAMEL-7843,Task,Minor,None,2.15.0,"
None
",Resolved,Fixed,2.15.0,Claus Ibsen,Claus Ibsen,0,1,2014-09-20 17:29:27+00:00,2014-09-20 18:24:28+00:00,No Desc,
0,CAMEL-7842,Bug,Major,2.14.0,"2.12.5, 2.13.3, 2.14.1, 2.15.0","
None
",Resolved,Fixed,"2.12.5, 2.13.3, 2.14.1, 2.15.0",Willem Jiang,Benjamin Graf,0,2,2014-09-20 14:02:31+00:00,2014-09-22 08:23:45+00:00,"Sending byte[] input via http in some circumstances causes ugly NonRepeatableEntityException because of the internal usage of InputStreamEntity in the HttpEntityConverter which is not repeatable. The usage of ByteArrayEntity seems more resonable for this input.


A workaround is to explicitly convertbodyto string but this is taken with care because of encoding when creating string and StringEntity later on!","njiang:1411345425:2014-09-22T08:23:45.737+0000:1411345425:2014-09-22T08:23:45.737+0000:Applied the patch into master, camel-2.14.x, camel-2.13.x and camel-2.12.x branches."
0,CAMEL-7841,Improvement,Major,2.14.0,Future,"
None
",Resolved,Won't Fix,Future,Unassigned,Marc Carter,0,2,2014-09-19 16:07:54+00:00,2015-07-09 10:37:36+00:00,"The test for BridgePropertyPlaceholderConfigurer shows a very unrealistic example of putting some SpEL into a camel variable. This requires pre-declaring every such spel expression as you instantiate the bridge. Essentaily the SpEL is only evaluated when directly in the Spring context refresh.


This bridge class can be ugraded to parse SpEL expressions dynamically as Camel requests properties allowing the usecases like:



.from(""direct:dostuff"")
.wireTap( ""file:#{@runtime.dataPath}?fileName=${date:now:yyyyMMdd}.txt"" )




In today's code the first part of URI cannot be paramterised.


I'll submit a PR via github with my solution and example tests.","davsclaus:1417608294:2014-12-03T20:04:54.987+0000:1417608294:2014-12-03T20:04:54.987+0000:Marc, did you get stated working on this?
drekbour:1417789302:2014-12-05T22:21:42.026+0000:1417789302:2014-12-05T22:21:42.026+0000:yes, its all functional locally but needs unpicking from other local customisations and testing to be presentable. i'll give it another look over soon with an eye to getting something visible for you to look at even if its not the finished article 
davsclaus:1426891850:2015-03-21T06:50:50.010+0000:1426891850:2015-03-21T06:50:50.010+0000:Any update on this?"
0,CAMEL-7840,Task,Major,None,2.15.0,"
None
",Resolved,Fixed,2.15.0,Claus Ibsen,Claus Ibsen,0,1,2014-09-19 16:05:57+00:00,2014-09-19 16:06:55+00:00,There is a new release and they changed the mvn group id to dropwizard.,
0,CAMEL-7839,Bug,Major,2.14.0,"2.12.5, 2.13.3, 2.14.1, 2.15.0","
None
",Resolved,Fixed,"2.12.5, 2.13.3, 2.14.1, 2.15.0",Willem Jiang,Oliver Holzmann,0,3,2014-09-19 10:21:11+00:00,2014-09-22 08:02:59+00:00,"I have a route (XML definition) containing a choice based on xpath expressions. The xpath expressions are using custom namespaces. After migration from camel 2.13.2 to camel 2.14.0 the namespaces are not registered to the XpathExpression and XPathBuilder anymore.


XPath in ""setProperty"" definitions referencing the same namespaces still work fine.","davsclaus:1411262361:2014-09-21T09:19:21.051+0000:1411262361:2014-09-21T09:19:21.051+0000:Can you tell more about your app, and maybe provided a sample project that demonstrates this. Are you using spring or blueprint etc.
OHolzma:1411288732:2014-09-21T16:38:52.490+0000:1411288732:2014-09-21T16:38:52.490+0000:The test in the attached project works with camel 2.13.2, but it fails with 2.14.0.

It is based on spring and uses an imported route context like my real project is also doing. When the route context is included in the camel-context xml file (like in /camel/components/camel-spring/src/test/resources/org/apache/camel/spring/processor/xpathFilterWithNamespaceOnRouteContext.xml) the namespaces are registered correct and the test succeeds. 
njiang:1411329971:2014-09-22T04:06:11.453+0000:1411331493:2014-09-22T04:31:33.109+0000:It looks like the error is cause by the recent change of  CAMEL-7562.
It cause the route context clone doesn't pick up the right ExpressionNode for copying the namespaces.
I will commit a quick fix for it shortly.

njiang:1411344179:2014-09-22T08:02:59.921+0000:1411344179:2014-09-22T08:02:59.921+0000:Apply the patch into camel master, camel-2.14.x, camel-2.13.x and camel-2.12.x."
0,CAMEL-7838,Improvement,Minor,2.13.2,,"
None
",Resolved,Won't Fix,None,Claus Ibsen,Marc Carter,0,2,2014-09-19 09:25:40+00:00,2015-03-21 10:01:49+00:00,"CAMEL-6744 encompassed setting the List<V> into the body onCompletion only when using anything based on AbstractListAggregationStrategy


However any strategies based on this class cannot be used with a persistent repository because the GROUPED_EXCHANGE property appears not to be serialised so keeps being reset to the latest message only.
(I spotted this by checking properties in the completion predicate and AGGREGATED_SIZE != GROUPED_EXCHANGE.size())


Given this limitation, it doesn't seem sensible to only promote to the body on completion. The only reason I can think of is to limit regression to existing completionPredicates that expect the first message in body instead of body.get(0). That said, CAMEL-6744 already introduced this change to the subsequent route.","davsclaus:1426903309:2015-03-21T10:01:49.740+0000:1426903309:2015-03-21T10:01:49.740+0000:Use your own strategy if you want some kind of serialized repo of a list of pojos.

"
0,CAMEL-7837,New Feature,Major,2.14.0,None,"
None
",Resolved,Won't Fix,None,Unassigned,Moulliard Charles,0,2,2014-09-19 07:09:55+00:00,2019-08-06 05:13:03+00:00,"We should support json2json data transformation.
A good candidate project exists which is Apache Licensed 2 : 



http://chunqishi.github.io/json2json/
https://github.com/chunqishi/json2json",davsclaus:1565039583:2019-08-06T05:13:03.381+0000:1565039583:2019-08-06T05:13:03.381+0000:These projects are dead
0,CAMEL-7836,Bug,Minor,2.13.1,"2.13.3, 2.14.1, 2.15.0","
None
",Resolved,Fixed,"2.13.3, 2.14.1, 2.15.0",Claus Ibsen,Matt Nathan,0,1,2014-09-18 15:37:13+00:00,2015-04-21 11:36:27+00:00,"There is a (small) chance of ConcurrentModificationException when creating routes dynamically.



java.util.ConcurrentModificationException
  at java.util.LinkedHashMap$LinkedHashIterator.nextEntry(LinkedHashMap.java:373)
  at java.util.LinkedHashMap$KeyIterator.next(LinkedHashMap.java:384)
  at java.util.AbstractCollection.toArray(AbstractCollection.java:124)
  at java.util.ArrayList.&lt;init&gt;(ArrayList.java:131)
  at org.apache.camel.impl.DefaultCamelContext.getRoutes(DefaultCamelContext.java:650)
  at org.apache.camel.impl.DefaultCamelContext.getRoute(DefaultCamelContext.java:655)




The cause is that if you happen to be calling getRoute at the same time you are creating a new route then the internals of new ArrayList call collection.toArray which throws the error.",
0,CAMEL-7835,Task,Major,2.14.0,2.15.0,"

deprecation
junit
spring
test

",Resolved,Fixed,2.15.0,Claus Ibsen,Henrik,1,6,2014-09-18 14:59:02+00:00,2015-09-09 11:59:08+00:00,"CamelSpringJUnit4ClassRunner calls the TestContextManager(Class, String) constructor, and the TestContextManager.getDefaultTestExecutionListenerClasses() method.  


Both of these are deprecated in spring-test-4.0.x, and are gone in 4.1.x.","davsclaus:1411264057:2014-09-21T09:47:37.619+0000:1411264057:2014-09-21T09:47:37.619+0000:Grrrr spring guys changed this totally for spring 4.1 meaning its absolute not backwards compatible, which means we need a camel-test-spring41 component :(

davsclaus:1411284980:2014-09-21T15:36:20.909+0000:1411284980:2014-09-21T15:36:20.909+0000:This is too big for a patch release. So we have a camel-test-spring40 for spring 4.0.x, and camel-test-spring now supports spring 4.1 onwards.
githubbot:1411290775:2014-09-21T17:12:55.657+0000:1411290775:2014-09-21T17:12:55.657+0000:GitHub user wuwen5 opened a pull request:

    https://github.com/apache/camel/pull/273

    CAMEL-7835:No need to inject Camel first listener using CamelSpringJUnit...

    No need to inject Camel first listener using CamelSpringJUnit4ClassRunner,  spring4.1 just only need set listeners are ordered

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/wuwen5/camel CAMEL-7835

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/camel/pull/273.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #273
    
----
commit 0965fe519547699c70df182c3b448bf4c756d8fe
Author: wuwen <wuwen.55@gmail.com>
Date:   2014-09-21T17:11:03Z

    CAMEL-7835:No need to inject Camel first listener using CamelSpringJUnit4ClassRunner,  spring4.1 just only need set listeners are ordered

----

githubbot:1411526744:2014-09-24T10:45:44.037+0000:1411526744:2014-09-24T10:45:44.037+0000:Github user wuwen5 closed the pull request at:

    https://github.com/apache/camel/pull/273

githubbot:1411531755:2014-09-24T12:09:15.642+0000:1411531755:2014-09-24T12:09:15.642+0000:GitHub user wuwen5 opened a pull request:

    https://github.com/apache/camel/pull/276

    CAMEL-7835:Camel listener with the Ordered

    

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/wuwen5/camel CAMEL-7835-Ordered

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/camel/pull/276.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #276
    
----
commit 8053a274977d4a710ace777df355cdcfd84d62a4
Author: wuwen <wuwen.55@gmail.com>
Date:   2014-09-24T12:08:01Z

    CAMEL-7835:Camel listener with the Ordered

----

githubbot:1411532085:2014-09-24T12:14:45.966+0000:1411532085:2014-09-24T12:14:45.966+0000:Github user asfgit closed the pull request at:

    https://github.com/apache/camel/pull/276

monti:1418007222:2014-12-08T10:53:42.480+0000:1418007751:2014-12-08T11:02:31.190+0000:[~davsclaus] [~wuwen] Any chance this can go into 2.14.1?
TheLibrarian:1441771138:2015-09-09T11:58:58.090+0000:1441771138:2015-09-09T11:58:58.090+0000:Same here, stuck with 2.14.x (because of Java 6) but now we can't upgrade Spring to 4.1 because of this. Any chance of a camel-test-spring41 in 2.14.x?"
0,CAMEL-7834,New Feature,Major,None,2.15.0,"
None
",Resolved,Fixed,2.15.0,Willem Jiang,James Strachan,0,5,2014-09-18 10:30:01+00:00,2014-11-26 12:24:39+00:00,"Docker provides a REST API to query events (for containers starting and stopping etc):
https://docs.docker.com/reference/api/docker_remote_api_v1.14/#monitor-dockers-events


it'd be nice to support a simple camel component to make it easier to consume docker events; with the events available as a JSON String or as a POJO","sabre1041:1411323096:2014-09-22T02:11:36.036+0000:1411323096:2014-09-22T02:11:36.036+0000:I have began to work on a docker component integrating the docker-java API (https://github.com/docker-java/docker-java). The API provides an extensive range of integration with the Docker API which can allow for a broad range of options from within Camel and not limited to consumption of Docker Events.
jstrachan:1411374033:2014-09-22T16:20:33.749+0000:1411374033:2014-09-22T16:20:33.749+0000:Ah cool!

BTW if its any help, we've a Docker REST API using JAXRS 2.0 (which today is on resteasy but we're about to move in a few days to CXF 3.0.1 instead)
https://github.com/fabric8io/fabric8/tree/master/fabric/fabric-docker-api#fabric8-docker-api
sabre1041:1412713881:2014-10-08T04:31:21.782+0000:1412713881:2014-10-08T04:31:21.782+0000:Completed an initial implementation for a Camel component for Docker

Features
* Consumes Events
* Various producer invocations

Source can be found at https://github.com/sabre1041/camel-docker
njiang:1413848331:2014-10-21T07:38:51.754+0000:1413848331:2014-10-21T07:38:51.754+0000:Hi Andy
Thanks for you contribution. 
I just have a quick look at the components and check the dependency of docker-java, they are good. The only missing part you need to Add the Apache Header to java files in your repo. 
You can send a pull request based on Camel master branch once you updated the java files. I’d happy to merge the patch into camel master for you. 

Regards,

Willem
githubbot:1413923342:2014-10-22T04:29:02.049+0000:1413923342:2014-10-22T04:29:02.049+0000:GitHub user sabre1041 opened a pull request:

    https://github.com/apache/camel/pull/306

    CAMEL-7834 - Camel Docker Component

    Created a Docker component for Camel. Includes the functionality requested in [CAMEL-7834](https://issues.apache.org/jira/browse/CAMEL-7834) to consume events and includes the majority of the functionality as documented in the [Docker Remote API](https://docs.docker.com/reference/api/docker_remote_api/)

You can merge this pull request into a Git repository by running:

    $ git pull https://github.com/sabre1041/camel CAMEL-7834

Alternatively you can review and apply these changes as the patch at:

    https://github.com/apache/camel/pull/306.patch

To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:

    This closes #306
    
----
commit 6f6ffe3c50a951d44edcac5e56c53831f541cfd2
Author: Andrew Block <andy.block@gmail.com>
Date:   2014-10-22T04:11:09Z

    Add camel-docker component

----

njiang:1413955326:2014-10-22T13:22:06.949+0000:1413955326:2014-10-22T13:22:06.949+0000:Applied the patch into master branch with thanks to Andy.
davsclaus:1414894235:2014-11-02T10:10:35.347+0000:1414894235:2014-11-02T10:10:35.347+0000:Thanks. Added the docs to the wiki
githubbot:1416975879:2014-11-26T12:24:39.650+0000:1416975879:2014-11-26T12:24:39.650+0000:Github user sabre1041 closed the pull request at:

    https://github.com/apache/camel/pull/306
"
