,Issue Key,Type,Priority,Affects Version/s,Component/s,Labels,Status,Resolution,Fix Version/s,Assignee,Reporter,Votes,Watchers,Created,Updated,Description,Comments
0,CAMEL-2622,Bug,Minor,"2.2.0, 2.3.0",2.3.0,"
None
",Closed,Fixed,2.3.0,Claus Ibsen,Sergey Zolotaryov,0,1,2010-04-07 09:45:06+00:00,2011-04-24 10:01:16+00:00,"public boolean hasNext() {
                        // empty string should not be regarded as having next
                        return ++idx == 0 && ObjectHelper.isNotEmpty(s);
                    }

                    public String next() {
                        return s;
                    }




This is incorrect. Should be:



                    public boolean hasNext() {
                        // empty string should not be regarded as having next
                        return idx+1 == 0 && ObjectHelper.isNotEmpty(s);
                    }

                    public String next() {
						idx++;
                        return s;
                    }","anydoby:1270604748:2010-04-07T09:45:48.059+0000:1270604748:2010-04-07T09:45:48.059+0000:patch
davsclaus:1270608057:2010-04-07T10:40:57.872+0000:1270608057:2010-04-07T10:40:57.872+0000:trunk: 931494.

Thanks for the patch.
davsclaus:1303610476:2011-04-24T10:01:16.250+0000:1303610476:2011-04-24T10:01:16.250+0000:Closing all resolved tickets from 2010 or older"
0,CAMEL-2621,Bug,Major,"2.0.0, 2.1.0, 2.2.0",2.3.0,"
None
",Closed,Fixed,2.3.0,Claus Ibsen,Claus Ibsen,0,0,2010-04-07 08:45:06+00:00,2011-04-24 10:01:43+00:00,"file.isFile()




May return false on Windows if consuming from a network share etc. So we should just regard anything that is not a directory as a file.","davsclaus:1270601241:2010-04-07T08:47:21.777+0000:1270601241:2010-04-07T08:47:21.777+0000:trunk: 931466
davsclaus:1303610503:2011-04-24T10:01:43.873+0000:1303610503:2011-04-24T10:01:43.873+0000:Closing all resolved tickets from 2010 or older"
0,CAMEL-2620,Improvement,Major,None,2.8.2,"
None
",Resolved,Fixed,2.8.2,Unassigned,William Tam,0,1,2010-04-06 19:16:15+00:00,2013-05-26 09:15:38+00:00,"Dan Kulp pointed out in https://issues.apache.org/jira/browse/CXF-2753 that Camel should preserve the streaming behavior by setting message part  type class to Source.class (so the payload object becomes a SAXSource that wraps around a XMLStreamReader).   The camel-cxf component currently exposes to the user a List of DOM Elements as payload.  Basically, streaming behavior stops there anyway.  We probably should provide a parameter to configure the camel-cxf endpoint to opt out of DOM and get a SAXSource as payload and add a converter if the user needs to go from SAXSource to DOM.","njiang:1277858989:2010-06-30T08:49:49.056+0000:1277859019:2010-06-30T08:50:19.915+0000:@William,
If the user want to keep the pay load stream as possible as he want , he could use the Message DataFormat.
It's not a good idea to store the payload message as a SAXSource, as it's not easy to convert it back to DOM unless we know about the message part info. 

Maybe we can move this feature into future, to see if there are some real request about it.
  
davsclaus:1369530897:2013-05-26T09:14:57.595+0000:1369530897:2013-05-26T09:14:57.595+0000:I think this is implemented now with the streaming mode support
http://camel.apache.org/cxf#CXF-StreamingSupportinPAYLOADmode"
0,CAMEL-2619,Improvement,Major,2.2.0,None,"
None
",Closed,Fixed,2.3.0,Claus Ibsen,Claus Ibsen,0,0,2010-04-06 13:04:30+00:00,2011-04-24 10:01:31+00:00,"In fact this is what you do currently, its however not started but you can still use it. 


What we should do is to start it by default, so its ready to use asap.","davsclaus:1270593130:2010-04-07T06:32:10.772+0000:1270593130:2010-04-07T06:32:10.772+0000:trunk: 931444.
davsclaus:1303610491:2011-04-24T10:01:31.638+0000:1303610491:2011-04-24T10:01:31.638+0000:Closing all resolved tickets from 2010 or older"
0,CAMEL-2618,Improvement,Minor,2.2.0,2.3.0,"
None
",Closed,Fixed,2.3.0,Willem Jiang,Claus Ibsen,0,0,2010-04-06 12:53:16+00:00,2011-04-24 10:01:01+00:00,"CamelConduit and other classes (search for usage of ProducerTemplate) in camel-cxf should not be used.


You are sending to the same endpoint uri, and therefore just create a Producer from the endpoint uri and use it.
Using ProducerTemplate will have a cache pool under the covers which is not used/needed at all. 


This is plain overkill.",davsclaus:1303610461:2011-04-24T10:01:01.168+0000:1303610461:2011-04-24T10:01:01.168+0000:Closing all resolved tickets from 2010 or older
0,CAMEL-2617,New Feature,Minor,None,2.4.0,"
None
",Closed,Not A Problem,2.4.0,Willem Jiang,Claus Ibsen,0,0,2010-04-06 12:02:47+00:00,2011-04-24 10:01:07+00:00,"Currently CamelContext have a Properties for misc options.


We should introduce a CamelContextPropertiesDefinition so we have type safe options in Java DSL and Spring XML.
Then we also have one place to advert and document the options we currently support.","njiang:1276468924:2010-06-14T06:42:04.008+0000:1276468924:2010-06-14T06:42:04.008+0000:@Claus,

We should not let use to change the CamelContextProperties within the Camel route, as the CamelContext properties can be see across the exchanges,
if there are more than one thread which call the route processors, and they are changing the CamelContext properties at the same time, it will cause some trouble.

Current Camel provides a more safe way to configure the CamelContextProperties

Java DSL 
{code}
 new RouteBuilder() {
            public void configure() {
                   getContext().getProperties().put(""MyKey"", ""myValue"");
            }
}
{code}

XML DSL
{code}
  <camelContext id=""camel1"" xmlns=""http://camel.apache.org/schema/spring"">
    <properties>
       <property key=""org.apache.camel.test"" value=""this is a test first""/>
    </properties>
    <template id=""producer1""/>
  </camelContext>
{code}
davsclaus:1303610467:2011-04-24T10:01:07.897+0000:1303610467:2011-04-24T10:01:07.897+0000:Closing all resolved tickets from 2010 or older"
0,CAMEL-2616,New Feature,Major,None,2.4.0,"
None
",Closed,Fixed,2.4.0,Claus Ibsen,Claus Ibsen,2,2,2010-04-06 04:49:17+00:00,2011-04-24 09:57:41+00:00,"See nabble
http://old.nabble.com/Message-blocks-route-until-all-redelivery-attempts-are-exhausted-ts28123035.html","dragisak:1270545646:2010-04-06T17:20:46.250+0000:1270545646:2010-04-06T17:20:46.250+0000:Is this going to support transactions ?
davsclaus:1270608089:2010-04-07T10:41:29.675+0000:1270608089:2010-04-07T10:41:29.675+0000:No Spring Transaction requires to use same thread
davsclaus:1278020405:2010-07-02T05:40:05.061+0000:1278020405:2010-07-02T05:40:05.061+0000:There is a new option on the error handler / on exception / redelivery policy you can configure - {{syncDelayedRedelivery}}
If this option is enabled then it behaves like now, by blocking in current thread while sleeping.

However the new default is now that it will *not block* while waiting, but schedule a future task to perform the redelivery and continue routing. This is possible due the async routing engine.

In terms of transactions, then Camel detects this and *always* fallback to block. So if you are using transactions the thread *will block*.

BTW: you may want to enable {{syncDelayedRedelivery}} (= *blocked*) in case you want to ensure the ordering the messages is processed. Because if this options is not used, then in case of a delayed redelivery, then the caller thread will break out and in the mean time it can process the next message. Which means the 2nd message can be completed before the 1st message while its pending for redelivery. 
davsclaus:1278028084:2010-07-02T07:48:04.349+0000:1278028084:2010-07-02T07:48:04.349+0000:Updated wiki page
https://cwiki.apache.org/confluence/display/CAMEL/Exception+Clause
davsclaus:1278060597:2010-07-02T16:49:57.647+0000:1278060597:2010-07-02T16:49:57.647+0000:Actually we decided to keep the old behavior as the default.

You need to explicit configure the {{asyncDelayedRedelivery()}} option on the error handler, onException or redeliveryPolicy to instruct Camel that it can use async delayed redelivery.
davsclaus:1303610261:2011-04-24T09:57:41.998+0000:1303610261:2011-04-24T09:57:41.998+0000:Closing all resolved tickets from 2010 or older"
0,CAMEL-2615,Bug,Major,2.2.0,None,"
None
",Closed,Fixed,2.3.0,Willem Jiang,Willem Jiang,0,0,2010-04-06 04:00:49+00:00,2011-04-24 10:01:20+00:00,"As servicemix install the Pax-web jsp support, which exports the javax.el package with the version 2.1.0, and camel-juel imports the javax.el with version [1.0,2), so the camel-juel feature can't be installed in ServiceMix 4.2.0.
Because javax.el is introduced with the jsp 2.1, so we need to update the camel-juel jaxax.el imports version at the same time.",davsclaus:1303610480:2011-04-24T10:01:20.698+0000:1303610480:2011-04-24T10:01:20.698+0000:Closing all resolved tickets from 2010 or older
0,CAMEL-2614,Bug,Major,None,2.3.0,"
None
",Closed,Fixed,2.3.0,William Tam,William Tam,0,0,2010-04-05 21:16:36+00:00,2011-04-24 10:01:36+00:00,"If I have a multi part (bare) message defined in WSDL (such as follow), camel-cxf component cannot parse the incoming message in PAYLOAD mode.



	<wsdl:message name=""MultiPartStringIntRequest"">
		<wsdl:part name=""StringDefaultInput"" element=""MultiPartStringInt:StringDefaultInputElem"" />
		<wsdl:part name=""IntParamIn"" element=""MultiPartStringInt:IntParamInElem"" />
	</wsdl:message>




I get a stack trace similar to this.


Mar 12, 2010 7:15:48 PM org.apache.camel.component.cxf.interceptors.AbstractMessageInInterceptor createDOMMessage
INFO: AbstractMessageInInterceptor Converting Stax Stream to DOM
Mar 12, 2010 7:15:48 PM org.apache.camel.component.cxf.interceptors.AbstractMessageInInterceptor handleMessage
INFO: AbstractRoutingMessageInInterceptor Infer BindingOperationInfo.
Mar 12, 2010 7:15:48 PM org.apache.cxf.phase.PhaseInterceptorChain doIntercept
WARNING: Interceptor has thrown exception, unwinding now
org.apache.cxf.interceptor.Fault: Could not read request. Operation 

{urn:MultiPart/resources/wsdl/MultiPartStringInt/MultiPartStringInt/types}

StringDefaultInputElem is unknown.
                at org.apache.camel.component.cxf.interceptors.AbstractMessageInInterceptor.handleMessage(AbstractMessageInInterceptor.java:103)
                at org.apache.camel.component.cxf.interceptors.DOMInInterceptor.handleMessage(DOMInInterceptor.java:43)
                at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:236)
                at org.apache.cxf.transport.ChainInitiationObserver.onMessage(ChainInitiationObserver.java:109)
                at org.apache.cxf.transport.http_jetty.JettyHTTPDestination.serviceRequest(JettyHTTPDestination.java:312)
                at org.apache.cxf.transport.http_jetty.JettyHTTPDestination.doService(JettyHTTPDestination.java:276)
                at org.apache.cxf.transport.http_jetty.JettyHTTPHandler.handle(JettyHTTPHandler.java:70)
                at org.mortbay.jetty.handler.ContextHandler.handle(ContextHandler.java:765)
                at org.mortbay.jetty.handler.ContextHandlerCollection.handle(ContextHandlerCollection.java:230)
                at org.mortbay.jetty.handler.HandlerWrapper.handle(HandlerWrapper.java:152)
                at org.mortbay.jetty.Server.handle(Server.java:326)
                at org.mortbay.jetty.HttpConnection.handleRequest(HttpConnection.java:536)
                at org.mortbay.jetty.HttpConnection$RequestHandler.content(HttpConnection.java:930)
                at org.mortbay.jetty.HttpParser.parseNext(HttpParser.java:747)
                at org.mortbay.jetty.HttpParser.parseAvailable(HttpParser.java:218)
                at org.mortbay.jetty.HttpConnection.handle(HttpConnection.java:405)
                at org.mortbay.io.nio.SelectChannelEndPoint.run(SelectChannelEndPoint.java:409)
                at org.mortbay.thread.QueuedThreadPool$PoolThread.run(QueuedThreadPool.java:582)","wtam:1270475759:2010-04-05T21:55:59.795+0000:1270475759:2010-04-05T21:55:59.795+0000:Fix depends on: 
https://issues.apache.org/jira/browse/CXF-2732
https://issues.apache.org/jira/browse/CXF-2753

davsclaus:1270532605:2010-04-06T13:43:25.267+0000:1270532605:2010-04-06T13:43:25.267+0000:Great work.

I wonder why you have commented out the last line in the patch
{code}
-                BindingOperationInfo boi = cxfExchange.get(BindingOperationInfo.class);
+                //BindingOperationInfo boi = cxfExchange.get(BindingOperationInfo.class);
{code}

Maybe if not needed, then delete all together.
wtam:1270533741:2010-04-06T14:02:21.760+0000:1270533741:2010-04-06T14:02:21.760+0000:@clause

The commented line should have been removed.   I'll clean it up.  (Thanks for pointing it out).   The retrieving of ""boi"" have been performed in the previous lines.   The idea is to make sure the ""boi"" is remained as wrapped in PAYLOAD mode, so that CXF will not put a wrapper element again when it marshals the request.  I'll add some comment in the code, too.


{code}
                 // create a Camel exchange
                 org.apache.camel.Exchange camelExchange = endpoint.createExchange();
+                DataFormat dataFormat = endpoint.getDataFormat();
+
+                BindingOperationInfo boi = cxfExchange.getBindingOperationInfo();
+                if (dataFormat == DataFormat.PAYLOAD && boi.isUnwrapped()) {
+                    boi = boi.getWrappedOperation();
+                    cxfExchange.put(BindingOperationInfo.class, boi);
+                }
                 
-                BindingOperationInfo boi = cxfExchange.get(BindingOperationInfo.class);
+                //BindingOperationInfo boi = cxfExchange.get(BindingOperationInfo.class);
                 if (boi != null) {
                     camelExchange.setProperty(BindingOperationInfo.class.getName(), boi);
                     if (LOG.isTraceEnabled()) {
{code}

njiang:1273110663:2010-05-06T09:51:03.367+0000:1273110663:2010-05-06T09:51:03.367+0000:Committed the patch into Camel trunk  in reversion 941623.
davsclaus:1303610496:2011-04-24T10:01:36.642+0000:1303610496:2011-04-24T10:01:36.642+0000:Closing all resolved tickets from 2010 or older"
0,CAMEL-2613,Improvement,Minor,None,2.3.0,"
None
",Closed,Won't Fix,2.3.0,Claus Ibsen,Claus Ibsen,0,0,2010-04-05 10:06:56+00:00,2011-04-24 10:01:10+00:00,"By default Camel Proxy is always InOut unless you set some specific @Pattern annotation such as @InOnly.


We should add an option to <camelProxy> so you can let void methods be InOnly and the others InOut.","davsclaus:1270448745:2010-04-05T14:25:45.794+0000:1270448745:2010-04-05T14:25:45.794+0000:trunk: 930866.
jstrachan:1270540326:2010-04-06T15:52:06.568+0000:1270540326:2010-04-06T15:52:06.568+0000:my worry is really folks losing exceptions without really knowing about it.

Certainly we should only support this for void methods with no checked exceptions. Though if the method is invoking lots of spring stuff, which tends to use runtime exceptions (or scala code which does the same) - its very easy to lose exceptions.

We need to make a massive error message if a runtime exception is thrown and the method is invoked async so folks are really aware.

So long as the default is to only do async when @InOnly is there, I'm happy. Having an option to override this (for example when using legacy code) is fine, so long as users understand the big risk they are taking 
davsclaus:1270540543:2010-04-06T15:55:43.622+0000:1270540543:2010-04-06T15:55:43.622+0000:Yeah the hidden of runtime exception might take people by surprise. Well its not hidden but the method invoked does not throw any exception.

So lets -1 and have people force to use @InOnly to force the fire and forget mode.
davsclaus:1270624131:2010-04-07T15:08:51.234+0000:1270624131:2010-04-07T15:08:51.234+0000:{code}
davsclaus:(svn)camel[trunk:931578]/$ svn merge -c -930866 .
--- Reverse-merging r930866 into '.':
D    components/camel-spring/src/test/java/org/apache/camel/spring/config/CamelProxyVoidAsInOnlyTest.java
D    components/camel-spring/src/test/java/org/apache/camel/spring/config/CamelProxyVoidAsInOutTest.java
D    components/camel-spring/src/test/java/org/apache/camel/spring/config/MyOtherProxySender.java
D    components/camel-spring/src/test/resources/org/apache/camel/spring/config/CamelProxyVoidAsInOnlyTest.xml
D    components/camel-spring/src/test/resources/org/apache/camel/spring/config/CamelProxyVoidAsInOutTest.xml
U    components/camel-spring/src/main/java/org/apache/camel/spring/remoting/CamelProxyFactoryBean.java
U    components/camel-spring/src/main/java/org/apache/camel/spring/CamelProxyFactoryDefinition.java
U    camel-core/src/test/java/org/apache/camel/component/bean/BeanProxyTest.java
D    camel-core/src/main/java/org/apache/camel/builder/ProxyBuilder.java
U    camel-core/src/main/java/org/apache/camel/component/bean/MethodInfoCache.java
U    camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java
U    camel-core/src/main/java/org/apache/camel/component/bean/ProxyHelper.java
U    camel-core/src/main/java/org/apache/camel/component/bean/MethodInfo.java
{code}

I will keep the {{ProxyBuilder}} as it makes creating proxy's from Java DSL a bit easier.
davsclaus:1270628842:2010-04-07T16:27:22.663+0000:1270628842:2010-04-07T16:27:22.663+0000:trunk: 931612.
davsclaus:1303610470:2011-04-24T10:01:10.216+0000:1303610470:2011-04-24T10:01:10.216+0000:Closing all resolved tickets from 2010 or older"
