,Issue Key,Type,Priority,Affects Version/s,Component/s,Labels,Status,Resolution,Fix Version/s,Assignee,Reporter,Votes,Watchers,Created,Updated,Description,Comments
0,CAMEL-6798,Bug,Major,"2.12.0, 2.12.1",,"
None
",Resolved,Duplicate,None,Claus Ibsen,Alessandro Baldoni,0,2,2013-09-29 09:41:40+00:00,2013-09-29 10:00:51+00:00,"When using a JNDIRegistry in a Camel context to make a JPA EntityManagerFactory available to a JPAComponent (required when running Camel in a Java EE container), the JPAComponent is unable to find it due do this line:


            Map<String, EntityManagerFactory> map = getCamelContext().getRegistry().findByTypeWithName(EntityManagerFactory.class);


since the method findByTypeWithName in JNDIRegistry is unimplemented (returns a null map).
This forces to fallback to a SimpleRegistry or to a Spring registry, thus making impossible to use the JAVA EE container JNDI registry.


Proposted solution: At present, JNDI does not allow lookups based on a class.
My suggestion is to lookup the EntityManagerFactory by a standard name, such as when looking for the default persistence unit name (and eventually adding a property for the JPA URL in order to use a custom name).",davsclaus:1380419797:2013-09-29T09:56:37.091+0000:1380419797:2013-09-29T09:56:37.091+0000:There is another JIRA about JNDIRegistry should be improved to implement these methods also. 
0,CAMEL-6797,Bug,Minor,2.12.0,"2.12.2, 2.13.0","
None
",Resolved,Fixed,"2.12.2, 2.13.0",Babak Vahdat,Babak Vahdat,0,1,2013-09-29 06:36:03+00:00,2013-09-30 09:43:13+00:00,There seems to be a divergence in the behaviour of the camel-quartz and camel-quartz2 components regarding this test.,bvahdat:1380408139:2013-09-29T06:42:19.659+0000:1380435399:2013-09-29T14:16:39.052+0000:On the other hand the other clustering test [SpringQuartzTwoAppsClusteredFailoverTest|https://github.com/apache/camel/blob/master/components/camel-quartz2/src/test/java/org/apache/camel/routepolicy/quartz2/SpringQuartzTwoAppsClusteredFailoverTest.java] works well for both {{camel-quartz}} as well as {{camel-quartz2}} components. However that test makes use of {{CronScheduledRoutePolicy}} instead of {{QuartzConsumer}} to trigger the routes.
0,CAMEL-6796,Bug,Major,2.12.0,None,"
None
",Resolved,Fixed,"2.12.2, 2.13.0",Claus Ibsen,Claus Ibsen,0,2,2013-09-28 11:00:51+00:00,2013-09-29 07:39:06+00:00,"See nabble
http://camel.465427.n5.nabble.com/contentObjectId-in-XML-Security-camel-xmlsecurity-tp5740265p5740348.html


Some options has not been exposed as getter/setters so they can be fully configured.","forsthofer:1380411546:2013-09-29T07:39:06.976+0000:1380411546:2013-09-29T07:39:06.976+0000:Hello,

I do not think that this is a bug. The objectId of the Element 'Object' is generated automatically for the enveloping XML Signature case. And there is a Reference element gnerated with an  URI whose value is ""#<generated object ID>"" The header 'CamelXmlSignatureContentReferenceUri' can be used to overwrite the reference URI in order to reference only a part of the message and not the total message (as the generated object ID does. 

Regards Franz  "
0,CAMEL-6795,Improvement,Major,2.12.0,"2.12.2, 2.13.0","
None
",Resolved,Fixed,"2.12.2, 2.13.0",Claus Ibsen,Claus Ibsen,0,1,2013-09-28 07:45:38+00:00,2013-09-28 08:26:08+00:00,"The default spool directory in DefaultStreamCachingStrategy should be in a camel sub directory.


This can avoid issues if the user does not have permission to write in the tmp directory, but only in sub dirs.",
0,CAMEL-6794,New Feature,Major,2.12.1,Future,"
None
",Closed,Duplicate,Future,Unassigned,Oliver Jelinski,0,7,2013-09-27 21:09:08+00:00,2019-05-19 17:13:05+00:00,"Hi Camel team,


my wish for a new feature already came up a long time ago, in CAMEL-2820, but this was closed, because the requester didn't give enough information on this. So I try it again, with a bit more info...


I am processing xml via camel a lot and I'm working a lot with the xslt component for transformations. This works fine and I think it is solved by you in a very elegant way.


But very often I also need to split my xml for processing of the maxOccurs=""unbounded""-Elements one-by-one. This also works fine, but when it comes to aggregating the elements again, I need to write a java-AggregationStrategy for that.


Basically, what the java AggregationStrategy does, would be also achievable with XSLT: having an old exchange (that is null for the first aggregation) and a new exchange that are however aggregated to a new object that has the same type as the body of the old exchange.


In XSLT you can transform two (or more) files into one new file, So it would be totally possible to process one xml-file of namespace x with root element x:a and another xml-file with namespace y with root element y:b to a target file which also has the root-element x:a. This could be repeated n times and would result in an element x:a. – basically the same behaviour as the java AggregationStrategies.


So my wish would be to have something like


<split strategyRef=""xslt:MyTransformation.xslt"" >
...
</split>


If I had that, I would save a lot of marshal/unmarshal operations. I would be glad, if you took this into consideration.


Best regards,
Oliver","rene avontuur:1388653425:2014-01-02T17:03:45.802+0000:1388653425:2014-01-02T17:03:45.802+0000:I am currently writing an aggregation strategy that uses internally an XsltBuilder, in a similar way as the XsltComponent does.
It seems to meet fully the above requirements.
On request I can share the code. It might fit well in the org.apache.camel.util.toolbox package. Please let  me know if that's a good idea.

The route and the xslt will look like:

{code}
                Namespaces ns = new Namespaces(""one"", ""http://camel.apache.org/schema/one"");
                XPathBuilder xPathSplitter = new XPathBuilder(""//one:other"");
                xPathSplitter.setNamespaces(ns.getNamespaces());

                AggregationStrategy aggregationStrategy = XsltAggregationStrategies.xsltAggregation(getContext())
                        .enableSaxon()
                        .setXslt(""org/apache/camel/component/xslt/saxon-merger.xsl"")
                        .setFragmentName(""other"");

                from(""direct:splitter"")
                        .setProperty(XsltAggregationStrategy.PROPERTY_INITIAL_DOCUMENT, simple(xmlDataInitial))
                        .split(xPathSplitter, aggregationStrategy)
                        .log(LoggingLevel.INFO,  ""processing splitted node: ${body}"")
                        .end()
                        .to(""mock:resultSplitter"");
{code}

{code:xml}
    <xsl:param name=""other""/>

    <xsl:template match=""list"">
        <xsl:copy>
            <xsl:apply-templates select=""*|@*""/>
            <xsl:element name=""item"">
                <xsl:element name=""name"">
                    <xsl:value-of select=""$other/one:test/text()""/>
                </xsl:element>
                <xsl:element name=""price"">
                    <xsl:value-of select=""$other/one:price/text()""/>
                </xsl:element>
            </xsl:element>
        </xsl:copy>
    </xsl:template>
{code}


rene avontuur:1397124841:2014-04-10T18:14:01.803+0000:1397124841:2014-04-10T18:14:01.803+0000:A solution for this issue has been made available here: [https://github.com/RAvontuur/camel/compare/CAMEL-6794]
It is fully based on the original idea as described above.
ojelinski:1398300224:2014-04-24T08:43:44.084+0000:1398300224:2014-04-24T08:43:44.084+0000:That looks great! Thanx. I will have a closer look at your provided code and test it, during the next week.

davsclaus:1488519497:2017-03-03T13:38:17.151+0000:1488519497:2017-03-03T13:38:17.151+0000:Contributions is welcome
fatihpense:1558109728:2019-05-18T00:15:28.270+0000:1558109793:2019-05-18T00:16:33.644+0000:Hello,

I was researching creating a generic XSLT AggregationStrategy implementation for this issue. However there is already one: 

[https://github.com/apache/camel/blob/master/components/camel-xslt/src/main/java/org/apache/camel/component/xslt/XsltAggregationStrategy.java]

Is there something I can help with the issue?

Regards,
 Fatih
zregvart:1558257184:2019-05-19T17:13:04.997+0000:1558257184:2019-05-19T17:13:04.997+0000:I think this was fixed via CAMEL-9097"
0,CAMEL-6793,Bug,Major,2.12.1,"2.12.2, 2.13.0","
None
",Resolved,Fixed,"2.12.2, 2.13.0",Claus Ibsen,MF,0,3,2013-09-27 17:00:48+00:00,2013-12-03 19:59:23+00:00,"Since upgrading from 2.10.6 to 2.12.1 Camel logs the following warning:



18:47:10,278 [WARN ] DefaultErrorHandler       - Cannot determine current route from Exchange with id: ID-xyz-0-12, will fallback and use first error handler.




It looks like the ""splitter"" is causing the problem. If the ""<split>"" is disabled in the route, then the warning disappears!


Here's the example route for reproduction:



<?xml version=""1.0"" encoding=""UTF-8""?>
<beans xmlns=""http://www.springframework.org/schema/beans""
       xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
       xsi:schemaLocation=""http://www.springframework.org/schema/beans http://www.springframework.org/schema/beans/spring-beans.xsd
	       http://camel.apache.org/schema/spring http://camel.apache.org/schema/spring/camel-spring.xsd"">

	<!-- custom exceptions -->
	<bean id=""demoIllegalStateException"" class=""java.lang.IllegalStateException"">
		<constructor-arg index=""0"" value=""Forced Exception"" type=""java.lang.String""/>
	</bean>

	<!-- this is the camel route which proxy the web service and forward it to the real web service -->
	<camelContext id=""camelCtx"" xmlns=""http://camel.apache.org/schema/spring"" errorHandlerRef=""defaultErrorHandler"" trace=""false""
	              messageHistory=""true"">

		<errorHandler id=""defaultErrorHandler"" type=""DefaultErrorHandler"">
			<redeliveryPolicy logExhausted=""true""/>
		</errorHandler>

		<errorHandler id=""noErrorHandler"" type=""NoErrorHandler""/>

		<endpoint id=""myTimer"" uri=""timer://myTimer?period=5s""/>
		<route id=""Start"" autoStartup=""true"" trace=""false"" errorHandlerRef=""defaultErrorHandler""
		       startupOrder=""900"">
			<from uri=""ref:myTimer""/>
			<setBody>
				<simple>Some Test Message</simple>
			</setBody>
			<to uri=""direct:Process""/>
		</route>

		<route id=""Process"" autoStartup=""true"" trace=""false"" errorHandlerRef=""defaultErrorHandler""
		       startupOrder=""800"">
			<from uri=""direct:Process""/>

			<onException>
				<exception>java.lang.ArithmeticException</exception>
				<handled>
					<constant>true</constant>
				</handled>
				<to uri=""direct:HandleException""/>
			</onException>

			<!-- now delegate the processing of the body with all the selected transfers -->
			<to uri=""direct:Process2""/>
		</route>


		<route id=""Process2"" autoStartup=""true"" trace=""false"" errorHandlerRef=""defaultErrorHandler""
		       startupOrder=""30"">
			<from uri=""direct:Process2""/>

			<onException>
				<exception>java.lang.IllegalStateException</exception>
				<handled>
					<constant>true</constant>
				</handled>
				<to uri=""direct:HandleException""/>
			</onException>

			<split stopOnException=""true"" streaming=""false"" parallelProcessing=""false"">
				<simple>${body}</simple>

				<throwException ref=""demoIllegalStateException""/>
			</split>
		</route>

		<route id=""HandleException"" autoStartup=""true"" trace=""false""
		       errorHandlerRef=""noErrorHandler""
		       startupOrder=""13"">
			<from uri=""direct:HandleException""/>

			<log loggingLevel=""INFO"" message=""[${property.LogPrefix}] EXCEPTION message: ${exception}""/>
			<log loggingLevel=""DEBUG"" message=""[${property.LogPrefix}] EXCEPTION stacktrace: ${exception.stacktrace}""/>
			<stop/>
		</route>
	</camelContext>
</beans>




Is it a bug or do I have to configure something new? 2.10.6 and previous versions did not show this kind of behavior (meaning: did not log this warning)!","davsclaus:1381981981:2013-10-17T11:53:01.243+0000:1381981981:2013-10-17T11:53:01.243+0000:Thanks for reporting. I have reproduced the issue and have a pending fix.
Luckless:1386071963:2013-12-03T19:59:23.531+0000:1386071963:2013-12-03T19:59:23.531+0000:I just wanted to confirm that I am having the same issue"
0,CAMEL-6792,Wish,Minor,2.11.1,"2.11.3, 2.12.2, 2.13.0","
None
",Resolved,Fixed,"2.11.3, 2.12.2, 2.13.0",Claus Ibsen,Robert E. Simmons Jr. MSc.,0,3,2013-09-27 08:52:42+00:00,2013-09-29 08:29:23+00:00,"There is a problem with the CamelTestSupport class in that if you call getMockEndpoint on an endpoint that doesnt exist, it blithely returns you an endpoint connected to nothing. The problem is you end up chasing endless test failures when the fact is your endpoint is not even there. So I suggest a method I added to my subclass of CamelTestSupport which is: 


protected MockEndpoint assertAndGetMockEndpoint(final String uri) {
    assertNotNull(context.hasEndpoint(uri));
    return getMockEndpoint(uri);
}


This method will make sure that the endpoint is there before returning it and it will make tests easier to write.","davsclaus:1380328862:2013-09-28T08:41:02.746+0000:1380328862:2013-09-28T08:41:02.746+0000:Discussed at Camel user forum for a better solution.
davsclaus:1380328959:2013-09-28T08:42:39.254+0000:1380328959:2013-09-28T08:42:39.254+0000:The existing getMockEndpoint method should have an overloaded method with a boolean create option, so people can do

getMockEndpoint(""mock:foo"", false)

To not auto create the mock endpoint if not existing, and throw a NoSuchEndpoint exception if missing.
jwcarman:1380355256:2013-09-28T16:00:56.519+0000:1380355256:2013-09-28T16:00:56.519+0000:I believe this takes care of it.
davsclaus:1380414563:2013-09-29T08:29:23.854+0000:1380414563:2013-09-29T08:29:23.854+0000:Thanks for the patch."
0,CAMEL-6791,Bug,Minor,"2.9.0, 2.12.1",,"
None
",Resolved,Not A Problem,None,Unassigned,Sergey Zolotaryov,0,2,2013-09-27 07:52:03+00:00,2013-10-09 09:29:56+00:00,"We have a requirement to return the result of some processing in an HTTP response. Here's how this looks:


Jetty http endpoint triggers processing -> 
data is retrieved into an iterator -> 
multiple renderers process the model objects and write output to temporary files -> 
a file endpoint copies files to final destination ->
an aggregator puts generated file names into exchange body as a list ->
the camel servlet renders the exchange body


Everything goes well until the final step, where we can only see the filenames of temporary files, but not the final ones. Looks like the aggregation result is just ignored. I am attaching an eclipse project where you can just see how it happens.","anydoby:1380239563:2013-09-27T07:52:43.749+0000:1380239563:2013-09-27T07:52:43.749+0000:unit test project
davsclaus:1380586866:2013-10-01T08:21:06.107+0000:1380586866:2013-10-01T08:21:06.107+0000:Can you try with latest release as we give points about there
http://camel.apache.org/support

The Camel team is overburden so please help yourself by testing with newer Camel releases. And make unit test as simple as possible to reproduce any issue.
anydoby:1380587529:2013-10-01T08:32:09.575+0000:1380587529:2013-10-01T08:32:09.575+0000:Making it less important as we are now ok with temp file names as an indication that the processing of request was completed.

This, however, stays open, I guess. This issue was tested on the latest camel release as well as on the release we are currently using.
anydoby:1381282183:2013-10-09T09:29:43.218+0000:1381282183:2013-10-09T09:29:43.218+0000:Ok. I figured out how to fix the code. Camel example on splitter helped a lot :)

Here is what has to be used in order for the aggregation work: 1) specify the aggregation strategy in split definition, not after it, otherwise it does not work; 2) after the processor that handles split sub-exchanges you must say end() so that sub-exchanges don't get returned by jetty. 

Here is how the changed code looks like:

{code}
route = route.split(splitExchangeIntoOneExchangePerFile(), new GroupedExchangeAggregationStrategy());

// now move/copy(?) the files to final destination
route = route.to(""file://output?fileName=${header."" + BATCH_FILE_INDEX + ""}.txt"").end();

// no explicit aggregation afterwards
{code}"
0,CAMEL-6790,Bug,Major,2.12.1,"2.11.3, 2.12.2, 2.13.0","
None
",Resolved,Fixed,"2.11.3, 2.12.2, 2.13.0",Claus Ibsen,Ievgen Tarasov,0,2,2013-09-26 21:51:31+00:00,2013-10-07 10:45:43+00:00,"There is a problem in this scenario:



Karaf is running.
Start some bundle that uses blueprint+camel. For convenience will call it <testbundle>.
Cause this bundle to be suspended by container, by refreshing a bundle that provides some namespace used by <testbundle> bundle. For example, by refreshing camel-cxf (assuming that <testbundle> uses also blueprint/cxf namespace). In logs one can see something like this:
Bundle <testbundle> is waiting for namespace handlers http://camel.apache.org/schema/blueprint/cxf



In this case after the missing namespace becomes available again the bundle will fail to resume with exception like:


Caused by: org.xml.sax.SAXParseException: cvc-complex-type.2.4.c: The matching wildcard is strict, but no declaration can be found for element 'camelContext'.


The problem is in CamelNamespaceHandler class which is a part of camel-blueprint. When it parses incoming dom it changes namespace of all elements from http://camel.apache.org/schema/blueprint to http://camel.apache.org/schema/spring. So when a bundle that uses blueprint+camel needs to validate its blueprint context again (like if it was waiting for some namespace) the new validation will fail.","davsclaus:1380344380:2013-09-28T12:59:40.231+0000:1380344380:2013-09-28T12:59:40.231+0000:Thanks for reporting.
eugene.tarasov:1381066662:2013-10-06T21:37:42.251+0000:1381066662:2013-10-06T21:37:42.251+0000:Hi Claus. Thanks for fixing the problem! Trying the fix I found a further problem - when camelContext tag is being parsed, its id is being set to some unique value if it wasnt set by user. For setting the id CamelNamespaceHandler calls non-namespace-aware method ""setAttribute"". Its necessary to change it to setAttributeNS (I added a patch that does it). With this change the whole ""refresh"" problem becomes solved.
davsclaus:1381113943:2013-10-07T10:45:43.119+0000:1381113943:2013-10-07T10:45:43.119+0000:Thanks I did the same change in camel-spring as its also in use with spring-dm for OSGi"
0,CAMEL-6789,Bug,Major,"2.12.0, 2.12.1","2.12.2, 2.13.0","
None
",Resolved,Fixed,"2.12.2, 2.13.0",Babak Vahdat,Alessandro Baldoni,0,2,2013-09-26 09:57:03+00:00,2014-08-04 07:43:21+00:00,"The jar camel-quartz2.jar from both maven and the Camel binary zip available on camel.apache.org is missing the following packages:


org.apache.camel.pollconsumer.quartz2
org.apache.camel.routepolicy.quartz2


Both are present in the source code.",bvahdat:1380178180:2013-09-26T14:49:40.193+0000:1380178180:2013-09-26T14:49:40.193+0000:Thanks for reporting.
