,Issue Key,Type,Priority,Affects Version/s,Component/s,Labels,Status,Resolution,Fix Version/s,Assignee,Reporter,Votes,Watchers,Created,Updated,Description,Comments
0,CAMEL-16176,Bug,Major,"3.7.2, 3.8.0","3.7.3, 3.9.0","
None
",Resolved,Fixed,"3.7.3, 3.9.0",Claus Ibsen,Claus Ibsen,0,1,2021-02-10 06:40:54+00:00,2021-02-10 08:24:03+00:00,"Reported on twitter 
https://twitter.com/AlbanAuzeill/status/1359278148039368704


For this blog
https://blog.sonarsource.com/regular-expressions-present-challenges


And pointing to our code at
https://github.com/apache/camel/blob/41e5be070279a77aec13b8aba7c387015b75bccc/components/camel-kafka/src/main/java/org/apache/camel/component/kafka/KafkaHeaderFilterStrategy.java#L29",
0,CAMEL-16175,Improvement,Major,None,None,"
None
",Resolved,Fixed,3.9.0,Luca Burgazzoli,Claus Ibsen,0,1,2021-02-09 16:26:48+00:00,2021-03-17 10:09:47+00:00,"With the pluggable routes loader in 3.8, we can port over more from camel-k.


Lets port over JS
And the others we can do too Kotlin, Groovy",
0,CAMEL-16174,Improvement,Major,None,3.9.0,"
None
",Resolved,Fixed,3.9.0,Unassigned,Claus Ibsen,0,2,2021-02-09 15:49:20+00:00,2021-03-17 10:10:23+00:00,"There is a newer 3.5.x version.


Check with kafka what ZK version it uses, whether we can jump to ZK 3.6.x","acosentino:1612857070:2021-02-09T15:51:10.729+0000:1612857070:2021-02-09T15:51:10.729+0000:Kafka 2.7.0 uses Zookeeper 3.5.8
davsclaus:1612858566:2021-02-09T16:16:06.882+0000:1612858566:2021-02-09T16:16:06.882+0000:Ah okay yeah there is a ZK 3.5.9 released"
0,CAMEL-16173,Bug,Minor,"3.7.1, 3.7.2",None,"
None
",Resolved,Fixed,"3.7.4, 3.9.0",Claus Ibsen,Jesper Duelund Isaksen,0,2,2021-02-09 15:47:08+00:00,2022-09-14 13:56:52+00:00,"In an attempt to ensure proper error handling once a Camel route would reach its configured Resilience4j Bulkhead limit, it was experienced that regardless of Bulkhead configuration, the limit was never upheld. Seemingly the Bulkhead has no effect within the circuit breaker.


The context in which the bug was experienced:
Spring Boot 2.4.2, Apache Camel 3.7.1 (reproducer tested using 3.7.2 as well).


A reproducer Maven project can be found here: sys-jdi/camel-bulkhead-test: Test of Resilience4J in Spring Boot application using Apache Camel.",davsclaus:1616035110:2021-03-18T10:38:30.300+0000:1616035110:2021-03-18T10:38:30.300+0000:Thanks for the excellent reproducer. I can likely see what is the problem in camel-resilience4j
0,CAMEL-16172,Improvement,Minor,"3.7.2, 3.8.0",3.9.0,"
None
",Resolved,Fixed,3.9.0,Andrea Cosentino,Thomas Heggelund,0,1,2021-02-09 13:28:29+00:00,2021-02-11 10:29:57+00:00,"Camel-OpenTelemetry should be upgraded to version 0.15 of the OpenTelemetry libraries.


There are some breaking changes that require codechange in the component",
0,CAMEL-16171,Task,Major,None,3.9.0,"
None
",Resolved,Fixed,3.9.0,Andrea Cosentino,Peter Palaga,0,1,2021-02-09 13:10:48+00:00,2021-03-05 08:17:00+00:00,As agreed in https://github.com/apache/camel-quarkus/pull/2217 we'd like to add uri-endpoint-override and override-endpoint options to all AWS2 components not having it yet.,
0,CAMEL-16170,Improvement,Major,None,3.9.0,"
None
",Resolved,Fixed,3.9.0,Claus Ibsen,Claus Ibsen,0,1,2021-02-08 18:14:14+00:00,2021-02-12 12:12:20+00:00,"Lets trim down camel-spring and move the common/core to camel-spring-core, and then leave camel-spring with the legacy XML routes.


This reduces the overhead of using camel-jms and other spring components that rely on camel-spring.


And in camel spring boot we can also look at making a camel-spring-boot-core starter that is tiny and dont have all the many components so SB users can reduce number of JARs","davsclaus:1613018364:2021-02-11T12:39:24.906+0000:1613103011:2021-02-12T12:10:11.195+0000:TODO: camel-spring and camel-spring XML *DONE*
TODO: camel-spring-boot and camel-spring-boot-xml *DONE*
TOOD: camel-karaf *DONE*
TODO: camel-examples *DONE*
TODO: upgrade guide *DONE*"
0,CAMEL-16169,Improvement,Major,None,3.9.0,"
None
",Resolved,Fixed,3.9.0,Claus Ibsen,Claus Ibsen,0,1,2021-02-08 17:54:37+00:00,2021-03-18 09:50:42+00:00,"If you use getComponent then camel will create and auto start the component if needed. But if you use addComponent(name, instance) with an existing instance you have created manually then its not auto started.


We should likely make this consistent with getComponent.


Jeremy had a glitch with salesforce with out own test.
https://github.com/apache/camel/blob/03ec304bd09cc83adb92bffe2d1339a5dac411d1/components/camel-salesforce/camel-salesforce-component/src/test/java/org/apache/camel/component/salesforce/AbstractSalesforceTestBase.java#L47-L67


https://camel.zulipchat.com/#narrow/stream/257298-camel/topic/Problem.20with.20nightlies",
0,CAMEL-16168,New Feature,Minor,None,None,"
None
",Resolved,Fixed,3.8.0,Alex Dettinger,Alex Dettinger,0,1,2021-02-08 17:46:46+00:00,2021-02-09 09:32:01+00:00,No Desc,
0,CAMEL-16167,Task,Major,None,"3.7.3, 3.8.0","
None
",Resolved,Fixed,"3.7.3, 3.8.0",Unassigned,Claus Ibsen,0,1,2021-02-08 17:44:51+00:00,2021-02-10 08:24:26+00:00,No Desc,
0,CAMEL-16166,Task,Major,None,"3.7.3, 3.8.0","
None
",Resolved,Fixed,"3.7.3, 3.8.0",Unassigned,Claus Ibsen,0,1,2021-02-08 17:41:46+00:00,2021-02-10 08:24:18+00:00,9.4.36.v20210114,
0,CAMEL-16165,Improvement,Minor,3.7.0,,"
None
",Resolved,Duplicate,None,Unassigned,DIMITRIS BOURAS,0,2,2021-02-08 14:35:14+00:00,2021-02-08 14:52:37+00:00,"When using RouteTemplate noAutoStartup seems to be ignored. I believe it is not set in:




public RouteDefinition asRouteDefinition()",lb:1612767141:2021-02-08T14:52:21.939+0000:1612767141:2021-02-08T14:52:21.939+0000:This has been fixed https://issues.apache.org/jira/browse/CAMEL-16161
0,CAMEL-16164,Task,Major,None,3.8.0,"
None
",Resolved,Fixed,3.8.0,Andrea Cosentino,Andrea Cosentino,0,1,2021-02-08 09:40:53+00:00,2021-02-08 10:15:55+00:00,"<feature>camel|camel-(?!(ignite|pgevent|script-groovy|spring-redis|spring-security|cdi))*</feature>


Except Ignite and pgevent that require an additional step to work, the other features are not tested and don't really work. It makes sense to remove them directly and cleanup for 3.8.0",
0,CAMEL-16163,Improvement,Major,None,3.8.0,"
None
",Resolved,Fixed,3.8.0,Claus Ibsen,Claus Ibsen,0,1,2021-02-07 15:54:27+00:00,2021-02-08 08:30:32+00:00,"We create a new loader per resource being loaded, which is overhead.


We should make it a static service and reusable.",
0,CAMEL-16162,Improvement,Major,None,3.9.0,"
None
",Resolved,Fixed,3.9.0,Claus Ibsen,Claus Ibsen,0,1,2021-02-07 15:09:56+00:00,2021-03-19 06:56:36+00:00,"When using onCompletion then there is a limitation that only 1 is effectively in use. 


So if you have 2 but they are mutative exclusive


onCompletion onComplete
onCompletion onFailure


Then we don't detect this and allow them to co-exist.


Also we should either look at allowing N+ on completions in a route, and also the above problem.


This ticket is as a reminder to look into this.",
