,Issue Key,Type,Priority,Affects Version/s,Component/s,Labels,Status,Resolution,Fix Version/s,Assignee,Reporter,Votes,Watchers,Created,Updated,Description,Comments
0,CAMEL-15136,Bug,Major,None,3.4.0,"
None
",Resolved,Fixed,3.4.0,Omar Al-Safi,Omar Al-Safi,0,1,2020-05-29 12:10:52+00:00,2020-05-29 14:08:13+00:00,"Due to CAMEL-14878, DBZ source code generation still generate duration fields, eg. time based, as long. Hence, it will make sense to make the code generator aware of these fields and generate them as `duration` if possible or mark the type in the annotations.",
0,CAMEL-15135,Bug,Major,None,3.4.0,"
None
",Resolved,Fixed,3.4.0,Guillaume Nodet,Omar Al-Safi,0,1,2020-05-29 10:01:30+00:00,2020-05-29 12:02:52+00:00,"If we have the following in the component configuration:




    @UriParam(javaType = ""java.time.Duration"", defaultValue = ""10s"")
    private Long writeTimeoutMillis = 100L;
 



Here the field is long, but the javaType being overiden to java.time.Duration with default value 10s. And then will be converted to Duration in the generated configurer.
However in the spring boot maven plugin, when it generates the spring boot starter component configuration,  the logic is not fully adopted, for example, it will take the default value of 10s and it will assign it to the long type field, e.g:




private Long writeTimeoutMillis = 10sL;




Which as result it will produce compilation errors.",omarsmak:1590724972:2020-05-29T12:02:52.453+0000:1590724972:2020-05-29T12:02:52.453+0000:https://github.com/apache/camel-spring-boot/commit/60b3958c65884de16d3a39a558ff4ca129192865
0,CAMEL-15134,Improvement,Major,None,3.4.0,"
None
",Resolved,Won't Fix,3.4.0,Claus Ibsen,Claus Ibsen,0,1,2020-05-29 09:06:44+00:00,2020-05-29 09:57:39+00:00,"Lets simplify the health check api and the default implementations.


The routes check is overlapping what monitoring systems can do by checking and reporting on metrics, such as if N errors within last Y minute then YELLOW etc.


This job is better handled by those tools, than Camel.


So the health checks become a basic API that are invoked on demand (ala spring boot acutators).


And then we only need one kind of registry so removing the additional repository layer.","davsclaus:1590717459:2020-05-29T09:57:39.456+0000:1590717459:2020-05-29T09:57:39.456+0000:Okay so the trick was that we needed a new HealthCheck per route to make it fine grained in the reporting, and not a single HealthCheck class for all the routes. The latter would be too coarse grained, as a check per routes allows to report builder with details per route in the same key - route.id = foo.

But we can remove the JMX evaluators as its the job of the monitoring tools to setup rules."
0,CAMEL-15133,Improvement,Major,None,None,"
None
",Resolved,Fixed,3.14.0,Claus Ibsen,Claus Ibsen,1,2,2020-05-29 08:46:13+00:00,2021-11-30 20:30:17+00:00,"We can look at making writing custom HealthCheck be discoverable from classpath, so they can be automatic installed.


You can then build checks for Camel components (check ala spring boot actuators) that can be registered in health check registry.


And then if you run on spring boot, they can become adapted to spring boot actuators.
And for camel-main and camel-quarkus then we can look at using microprofile-health.


This need some more thought at first. Also this should be configurable to turn on|off, and maybe a way to configure each health checks. And have some tool that can generate documentation about the checks and their options. And then we need reflection free configuration (via configurer classes) and so on.","davsclaus:1635292206:2021-10-27T07:50:06.067+0000:1636074458:2021-11-05T09:07:38.600+0000:- discovery via id-health-check classpath scanning *DONE*
- health-check spi annotation to mark custom classes *DONE*
- auto generate service discovery file from annotation *ALREADY* (@JdkService(""context-health-check""))
- route health check to use custom components if present *DONE*
- scheduled poll consumer default health check that checks if last X poll had error or not *DONE*
- detailed error message on health check result *DONE*
- easier to lookup health check by id *DONE*
- add consumer as health-check group so you can turn it on|off more easily *WONT FIX*
- add option to camel-health to make it easy to turn on|off consumer checks for routes *DONE*
davsclaus:1636074539:2021-11-05T09:08:59.448+0000:1638274549:2021-11-30T20:15:49.344+0000:* Option to turn on classpath discovery of custom health checks *DONE*
* Add @HealthCheck JDKService to make it easy to build custom health checks *DONE*
* Add resolver that can scan classpath for custom health-checks *DONE*
* Update health-check documentation *DONE*"
0,CAMEL-15132,Improvement,Major,None,3.4.0,"
None
",Resolved,Fixed,3.4.0,Claus Ibsen,Claus Ibsen,0,1,2020-05-29 08:11:21+00:00,2020-06-12 07:50:47+00:00,"Lets look at enabling core threads to timeout in the default thread pool profile setting in Camel. As this allows idle threads to terminate.


For example with EIPs in parallel like splitter then you have 10 threads by default. And if they become idle, then they stay around. We could allow those threads to terminate as well.


This is a newer option in JDK but we are 8 as minimum so its safe to use now.","davsclaus:1590711582:2020-05-29T08:19:42.625+0000:1590711582:2020-05-29T08:19:42.625+0000:See the default thread pool profile here
https://camel.apache.org/manual/latest/threading-model.html#ThreadingModel-Threadpoolprofiles

So its a matter of flipping the allowCore... option
davsclaus:1591909763:2020-06-12T05:09:23.447+0000:1591909763:2020-06-12T05:09:23.447+0000:Working on this for 3.4"
0,CAMEL-15131,Improvement,Major,None,None,"
None
",Resolved,Fixed,3.4.0,Claus Ibsen,Claus Ibsen,0,1,2020-05-29 07:25:13+00:00,2020-05-29 08:56:03+00:00,"This was not really in use. Spring Boot had some special Camel health check service that was not using spring boot actuators.


Lets make the health check simpler and have basic checks and then for main, microprofile and spring boot just use those, and let the checks be on-demand triggered, which is how for example they are done on containers with liveness/readiness probes.",
0,CAMEL-15130,Bug,Major,3.4.0,3.4.0,"
None
",Resolved,Fixed,3.4.0,Guillaume Nodet,Claus Ibsen,0,3,2020-05-29 06:01:07+00:00,2020-05-30 08:29:37+00:00,"/**



Maximum number of milliseconds to wait for records to flush and partition
offset data to be committed to offset storage before cancelling the
process and restoring the offset data to be committed in a future
attempt. The default is 5 seconds.
     */
    private Long offsetCommitTimeoutMs = 5sL;
    /**
Interval at which to try committing offsets. The default is 1 minute.
     */
    private Long offsetFlushIntervalMs = 60sL;","davsclaus:1590703291:2020-05-29T06:01:31.144+0000:1590703291:2020-05-29T06:01:31.144+0000:[INFO] ------------------------------------------------------------------------
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.1:compile (default-compile) on project camel-debezium-mongodb-starter: Compilation failure: Compilation failure:
[ERROR] /Users/davsclaus/workspace/camel-spring-boot/components-starter/camel-debezium-mongodb-starter/src/main/java/org/apache/camel/component/debezium/springboot/DebeziumMongodbComponentConfiguration.java:[87,43] ';' expected
[ERROR] /Users/davsclaus/workspace/camel-spring-boot/components-starter/camel-debezium-mongodb-starter/src/main/java/org/apache/camel/component/debezium/springboot/DebeziumMongodbComponentConfiguration.java:[87,45] <identifier> expected
[ERROR] /Users/davsclaus/workspace/camel-spring-boot/components-starter/camel-debezium-mongodb-starter/src/main/java/org/apache/camel/component/debezium/springboot/DebeziumMongodbComponentConfiguration.java:[91,44] ';' expected
[ERROR] /Users/davsclaus/workspace/camel-spring-boot/components-starter/camel-debezium-mongodb-starter/src/main/java/org/apache/camel/component/debezium/springboot/DebeziumMongodbComponentConfiguration.java:[91,46] <identifier> expected
[ERROR] -> [Help 1]
davsclaus:1590703330:2020-05-29T06:02:10.519+0000:1590703330:2020-05-29T06:02:10.519+0000:So we need for the debezium tooling to detect its a ""duration"" type and then use String as the type
omarsmak:1590717937:2020-05-29T10:05:37.688+0000:1590717937:2020-05-29T10:05:37.688+0000:Apparently is producible, I have created this bug report https://issues.apache.org/jira/browse/CAMEL-15135, when you have a default value e.g `10s` and we have the type of `long`, it will give this issues. 

Regarding Debezium, yeah the source code generator needs to adopt to the duration as not it will produce long fields.
gnodet:1590723856:2020-05-29T11:44:16.744+0000:1590723856:2020-05-29T11:44:16.744+0000:https://github.com/apache/camel-spring-boot/commit/60b3958c65884de16d3a39a558ff4ca129192865
omarsmak:1590724638:2020-05-29T11:57:18.071+0000:1590724638:2020-05-29T11:57:18.071+0000:[~gnodet] I think the fix would be for this bug https://issues.apache.org/jira/browse/CAMEL-15135 , isn't? Actually on this ticket scope, there are still autogenerated properties from debezium that are long for durations which I am currently working on it
omarsmak:1590724922:2020-05-29T12:02:02.757+0000:1590724930:2020-05-29T12:02:10.684+0000:Tested now, indeed it fixes CAMEL-15135, if you don't mind [~gnodet], I will assign you on the other ticket and re-assign this to me since is I am working on it now :) 
omarsmak:1590725225:2020-05-29T12:07:05.372+0000:1590725225:2020-05-29T12:07:05.372+0000:Nevermind, I will just create another Jira for the DBZ long -> duration fields, sorry for the noise 
gnodet:1590725996:2020-05-29T12:19:56.717+0000:1590725996:2020-05-29T12:19:56.717+0000:[~omarsmak] not sure what you have in mind, could you be more precise ? 

I think we have several possibilities regarding to those fields, but from a user POV, I think we want to support the extended syntax `5s`, so the only way to deal with those is to use a String field and let the converter do the work later.
omarsmak:1590726569:2020-05-29T12:29:29.860+0000:1590726595:2020-05-29T12:29:55.258+0000:[~gnodet] I mean the generated config for debezium connectors, for example in camel-debezium-mysql, are still generated like this:
{code}
    @UriParam(label = LABEL_NAME, defaultValue = ""500"")
    private long pollIntervalMs = 500;
{code}

As result, isn't yet known for these fields you can use extended syntax, e.g `0.5s`. I am working on this now on CAMEL-15136, so the generated config something like this:
{code}
@UriParam(label = LABEL_NAME, defaultValue = ""0.5s"", javaType = ""java.time.Duration"")
    private long pollIntervalMs = 500;
{code}
In order for the converter to pick these fields as well. I hope it makes sense now
"
0,CAMEL-15129,Bug,Major,3.3.0,3.4.0,"
None
",Resolved,Fixed,3.4.0,Andrea Cosentino,Yaroslav Chukhno,0,3,2020-05-28 13:03:12+00:00,2020-06-05 14:17:04+00:00,If option throwExceptionOnFailure=true then UndertowClientCallback suppresses all exceptions that are not even related to HttpStatusCode (failed responses from the remote server).,"davsclaus:1590749026:2020-05-29T18:43:46.622+0000:1590749026:2020-05-29T18:43:46.622+0000:Can you point out in the code where you think something is wrong
uzuruk:1591227513:2020-06-04T07:38:33.626+0000:1591227513:2020-06-04T07:38:33.626+0000:I think the mistake in line 186 of [UndertowClientCallback|[https://github.com/apache/camel/blob/master/components/camel-undertow/src/main/java/org/apache/camel/component/undertow/UndertowClientCallback.java]] - the condition is redundant.
 
chardahe@redhat.com:1591308307:2020-06-05T06:05:07.872+0000:1591308307:2020-06-05T06:05:07.872+0000:Hi [~uzuruk],

if *throwExceptionOnFailure=true* then it'll throw HttpOperationFailedException in case of failed responses from the remote server

[https://github.com/apache/camel/blob/master/components/camel-undertow/src/main/java/org/apache/camel/component/undertow/UndertowClientCallback.java#L235]

, can you please provide a test scenario for any other exception?
uzuruk:1591311815:2020-06-05T07:03:35.210+0000:1591311815:2020-06-05T07:03:35.210+0000:Sorry guys, i made mistake in description. On  *throwExceptionOnFailure=false* all exceptions in UndertowClientCallback  will be suppressed. As example, if in [https://github.com/apache/camel/blob/7df7778b1a2afe4a2da0730c11f6b1926f613943/components/camel-undertow/src/main/java/org/apache/camel/component/undertow/UndertowClientCallback.java#L279]

will be thrown  IOException, then it will be supressed in  [https://github.com/apache/camel/blob/7df7778b1a2afe4a2da0730c11f6b1926f613943/components/camel-undertow/src/main/java/org/apache/camel/component/undertow/UndertowClientCallback.java#L291] because the [https://github.com/apache/camel/blob/7df7778b1a2afe4a2da0730c11f6b1926f613943/components/camel-undertow/src/main/java/org/apache/camel/component/undertow/UndertowClientCallback.java#L187] has not be executed
chardahe@redhat.com:1591312075:2020-06-05T07:07:55.647+0000:1591312075:2020-06-05T07:07:55.647+0000:Thanks [~uzuruk], for the clarification,I'm looking into it"
0,CAMEL-15128,Improvement,Major,None,None,"
None
",Resolved,Fixed,3.4.0,Claus Ibsen,Claus Ibsen,0,1,2020-05-28 11:55:46+00:00,2020-06-02 09:58:56+00:00,"If you run camel standalone and have camel-health on the classpath, we should include a basic camel context health check.",
0,CAMEL-15127,Improvement,Major,None,3.4.0,"
None
",Resolved,Won't Fix,3.4.0,Claus Ibsen,Claus Ibsen,0,2,2020-05-28 07:40:22+00:00,2020-05-29 09:04:28+00:00,"We can potentially replace HealthCheckRegistry with Registry as we can bind to registry now. And we can use that to store HealthCheck and HealthCheckRepository in there instead of the HC registry.


This is also how Spring Boot does it by registering HealthCheck in the registry","lb:1590623487:2020-05-28T07:51:27.005+0000:1590623487:2020-05-28T07:51:27.005+0000:+1

or maybe transform it into a BeansRepository
davsclaus:1590714268:2020-05-29T09:04:28.548+0000:1590714268:2020-05-29T09:04:28.548+0000:The BeanRepository tend to have too many APIs for find/lookup etc and for arbitrary types.

Instead lets simplify the health api and make it a bit more basic."
