,Issue Key,Type,Priority,Affects Version/s,Component/s,Labels,Status,Resolution,Fix Version/s,Assignee,Reporter,Votes,Watchers,Created,Updated,Description,Comments
0,CAMEL-19312,Improvement,Minor,3.20.4,,"
None
",Resolved,Won't Fix,None,Unassigned,Aurélien Pupier,0,2,2023-05-03 07:56:26+00:00,2023-10-05 14:43:39+00:00,"when calling:



jbang camel@apache/camel config set camel-version=3.18.3.redhat-00022
jbang camel@apache/camel config set repos=https://maven.repository.redhat.com/ga
jbang camel@apache/camel run 'Test.java' --camel-version=3.20.3 --repos=https://packages.atlassian.com/maven-external



The camel-version from command-lmien is overriden by the configuration version:



Running integration with the following configuration:
    --camel-version=3.20.3
    --repos=https://packages.atlassian.com/maven-external
Running integration with the following configuration:
    --camel-version=3.18.3.redhat-00022
    --repos=https://packages.atlassian.com/maven-external




The repos value is correctly overridden.","davsclaus:1696488219:2023-10-05T14:43:39.539+0000:1696488219:2023-10-05T14:43:39.539+0000:Not worth the trouble.

You can set the version/repos in the config and just use them as-is.
Or not, and then provide CLI args all the time."
0,CAMEL-19311,Improvement,Major,4.0-M2,"3.21.0, 4.0-RC1, 4.0.0","
None
",Resolved,Fixed,"3.21.0, 4.0-RC1, 4.0.0",Rhuan Rocha,Rhuan Rocha,0,1,2023-05-02 19:17:25+00:00,2023-07-17 11:16:33+00:00,"The SimpleLRUCache to become thread-safe. To know more about this discussion check this PR.


 


Related issue: https://issues.apache.org/jira/browse/CAMEL-19295",rhuanrocha:1684820605:2023-05-23T13:43:25.309+0000:1684820605:2023-05-23T13:43:25.309+0000:PR: https://github.com/apache/camel/pull/10157
0,CAMEL-19310,Improvement,Major,4.0-M2,,"
None
",Open,Unresolved,None,Rhuan Rocha,Rhuan Rocha,0,1,2023-05-02 19:15:50+00:00,2023-05-02 19:17:46+00:00,"The AbstractDynamicRegistry extends the ConcurrentHashMap which is a core Java Class. This issue is to re-evaluate how we do this to avoid tight coupling. To know more about this discussion check this PR.


 


Related issue: https://issues.apache.org/jira/browse/CAMEL-19295",
0,CAMEL-19309,New Feature,Major,None,"3.20.5, 3.21.0, 4.0-RC1, 4.0.0","
None
",Resolved,Fixed,"3.20.5, 3.21.0, 4.0-RC1, 4.0.0",Claus Ibsen,Claus Ibsen,0,1,2023-05-02 15:27:20+00:00,2023-05-05 08:55:11+00:00,"To make it possible to run camel-jbang from no files / empty folder, and then reload when new files are added.


camel run * --dev


And then you can drop new files in that folder.


Or run with a folder name


camel run myfolder --dev",
0,CAMEL-19308,New Feature,Major,4.0-M2,"4.0-RC1, 4.0.0","
None
",Resolved,Fixed,"4.0-RC1, 4.0.0",Nicolas Filotto,dpalmer,1,4,2023-05-02 14:52:23+00:00,2023-06-23 05:40:28+00:00,"Add support for SpringBoot 3 AOT native compile with graalVM for spring components. New feature with SpringBoot 3.


Native usage included for Quarkus could be added for spring as an extension of the native feature for Camel.","psoares1704:1683869266:2023-05-12T13:27:46.267+0000:1683869266:2023-05-12T13:27:46.267+0000:See discussion in https://camel.zulipchat.com/#narrow/stream/257301-camel-spring-boot/topic/springboot.203.2E0.2E6.20native.20-.20camel.20springboot.20starter.204.2E0.2E0-M3
nfilotto:1686905652:2023-06-16T16:54:12.602+0000:1686905652:2023-06-16T16:54:12.602+0000:Only basic support will be proposed for now, the goal of this task is to be able to launch a Camel SB application in native mode with routes written in Java, XML, and/or YAML DSL. This task doesn't cover the support of complex components, as a temporary workaround the Tracing agent can be used to generate the configuration files, see https://www.graalvm.org/latest/reference-manual/native-image/metadata/AutomaticMetadataCollection/ and https://docs.spring.io/spring-boot/docs/current/reference/html/native-image.html#native-image.advanced.using-the-tracing-agent for more details
davsclaus:1686959316:2023-06-17T07:48:36.092+0000:1686959316:2023-06-17T07:48:36.092+0000:Maybe we should have a doc page about spring boot AOT support where we can document the limitations.
And then you can also provide an example (or point to one of the existing examples that you can build as native)

nfilotto:1687223577:2023-06-20T09:12:57.208+0000:1687223577:2023-06-20T09:12:57.208+0000:I've just added a note to explain the limitations. I will add an example to {{camel-spring-boot-examples}} once the PR will be merged
nfilotto:1687430901:2023-06-22T18:48:21.185+0000:1687430901:2023-06-22T18:48:21.185+0000:The example https://github.com/apache/camel-spring-boot-examples/pull/111"
0,CAMEL-19307,New Feature,Major,None,"4.0-RC1, 4.0.0","
None
",Resolved,Fixed,"4.0-RC1, 4.0.0",Claus Ibsen,Claus Ibsen,1,2,2023-05-02 13:03:44+00:00,2023-06-09 09:31:28+00:00,To make routes dumper in yaml dsl also. Today we have xml dumper only.,"davsclaus:1683678391:2023-05-10T08:26:31.384+0000:1683678391:2023-05-10T08:26:31.384+0000:I have found a few minor mistakes in the model as well
davsclaus:1683693545:2023-05-10T12:39:05.431+0000:1683693545:2023-05-10T12:39:05.431+0000:Okay a little bit more challenging as our dumper code emits events in wrong order, so I need to fix this as well for XML and YAML
davsclaus:1683756172:2023-05-11T06:02:52.075+0000:1683756172:2023-05-11T06:02:52.075+0000:Okay so json model of the EIPs was wrong (a chance in 2020) caused a set of EIPs to have output = false

	modified:   src/generated/resources/org/apache/camel/model/aggregate.json
	modified:   src/generated/resources/org/apache/camel/model/circuitBreaker.json
	modified:   src/generated/resources/org/apache/camel/model/doCatch.json
	modified:   src/generated/resources/org/apache/camel/model/doFinally.json
	modified:   src/generated/resources/org/apache/camel/model/doTry.json
	modified:   src/generated/resources/org/apache/camel/model/filter.json
	modified:   src/generated/resources/org/apache/camel/model/idempotentConsumer.json
	modified:   src/generated/resources/org/apache/camel/model/intercept.json
	modified:   src/generated/resources/org/apache/camel/model/interceptFrom.json
	modified:   src/generated/resources/org/apache/camel/model/interceptSendToEndpoint.json
	modified:   src/generated/resources/org/apache/camel/model/kamelet.json
	modified:   src/generated/resources/org/apache/camel/model/loadBalance.json
	modified:   src/generated/resources/org/apache/camel/model/loop.json
	modified:   src/generated/resources/org/apache/camel/model/multicast.json
	modified:   src/generated/resources/org/apache/camel/model/onCompletion.json
	modified:   src/generated/resources/org/apache/camel/model/onException.json
	modified:   src/generated/resources/org/apache/camel/model/onFallback.json
	modified:   src/generated/resources/org/apache/camel/model/otherwise.json
	modified:   src/generated/resources/org/apache/camel/model/pipeline.json
	modified:   src/generated/resources/org/apache/camel/model/resequence.json
	modified:   src/generated/resources/org/apache/camel/model/route.json
	modified:   src/generated/resources/org/apache/camel/model/saga.json
	modified:   src/generated/resources/org/apache/camel/model/split.json
	modified:   src/generated/resources/org/apache/camel/model/step.json
	modified:   src/generated/resources/org/apache/camel/model/when.json
	modified:   src/generated/resources/org/apache/camel/model/whenSkipSendToEndpoint.json
davsclaus:1683759493:2023-05-11T06:58:13.518+0000:1683781201:2023-05-11T13:00:01.117+0000:Hmm we may take this opportunity to also rework 

    // doTry / doCatch (special)
    // circuitBreaker (special) 

as these EIPs use ""output"" as a hack and this causes the model json to be incorrect.

Created linked ticket about this
davsclaus:1684828735:2023-05-23T15:58:55.589+0000:1685835667:2023-06-04T07:41:07.823+0000:TODO: include outputs in EIPs that have output *DONE*
TODO: doTry / doCatch *DONE*
TODO: circuit breaker *DONE*
TODO: index for properties as they are written in map structure and parsers will be out of order *DONE*
davsclaus:1685839439:2023-06-04T08:43:59.477+0000:1686050542:2023-06-06T19:22:22.917+0000:TODO: beans that grzegorz added recently into the model *DONE*
davsclaus:1686050572:2023-06-06T19:22:52.335+0000:1686185911:2023-06-08T08:58:31.525+0000:The doTry / doCatch / doFinally is a bit harder and requires some ""hacky"" to make the yaml dump work correctly. *DONE*
davsclaus:1686187908:2023-06-08T09:31:48.780+0000:1686196473:2023-06-08T11:54:33.349+0000:TODO: routes that can have an array of route *DONE*
TODO: marshal/unmarshal *DONE*"
0,CAMEL-19306,Improvement,Minor,None,"3.20.5, 3.21.0, 4.0-RC1, 4.0.0","
None
",Resolved,Fixed,"3.20.5, 3.21.0, 4.0-RC1, 4.0.0",Unassigned,Claus Ibsen,0,1,2023-05-02 12:07:54+00:00,2023-05-02 16:41:03+00:00,"This example
https://github.com/igarashitm/misc/tree/main/camel/http-sql-separate-files


If we can run this without the beans.yaml file has a dummy route
https://camel.zulipchat.com/#narrow/stream/352237-camel-jbang/topic/beans.20only.20file",
0,CAMEL-19305,Bug,Major,3.20.4,4.x,"
None
",Resolved,Abandoned,4.x,Unassigned,Jeff,0,3,2023-05-01 17:57:27+00:00,2023-12-17 12:41:14+00:00,"After creating fresh Spring Boot project using Java 17 and adding the camel-cxf-soap-starter dependency per the docs, the application fails to start due to java.lang.ClassNotFoundException: javax.xml.soap.SOAPMessage.


Gradle build file (elided for brevity):


 
plugins 

{
id 'java'
id 'org.springframework.boot' version '2.7.11'
id 'io.spring.dependency-management' version '1.1.0'
}


ext 

{
camelVersion = '3.20.4'
}


dependencies {
implementation 'org.springframework.boot:spring-boot-starter'
implementation ""org.apache.camel.springboot:camel-spring-boot-starter:${camelVersion}""
implementation ""org.apache.camel.springboot:camel-cxf-soap-starter:${camelVersion}""


testImplementation 'org.springframework.boot:spring-boot-starter-test'
testImplementation ""org.apache.camel:camel-test-spring-junit5:${camelVersion}""
}
 
Upgrading to Spring Boot 3 and Camel 4.0.0-M2 removes the startup error but throws this error when attempting to use the CXF component in a Junit5 test:


java.lang.ClassNotFoundException: org.apache.camel.component.cxf.spring.jaxws.CxfSpringEndpointUtils","Federico Mariani:1682992030:2023-05-02T09:47:10.608+0000:1682992030:2023-05-02T09:47:10.608+0000:Hello [~fieldbradley], can you add 
* implementation ""org.apache.cxf:cxf-spring-boot-starter-jaxws:3.5.5""
with camel 3?
fieldbradley:1683018608:2023-05-02T17:10:08.276+0000:1683018608:2023-05-02T17:10:08.276+0000:I got this working in Camel 4.0.0-M2 and Spring Boot 3 with the following dependencies:

 
implementation ""org.apache.camel.springboot:camel-cxf-soap-starter""
implementation ""org.apache.cxf:cxf-rt-transports-http-jetty:${cxfVersion}""
 
There are still warnings about the missing *CxfSpringEndpointUtils* class whenever a cxf endpoint is called, but it doesn't appear to affect anything.
davsclaus:1684903196:2023-05-24T12:39:56.211+0000:1684903196:2023-05-24T12:39:56.211+0000:I wonder if you would be able to attach a sample project that demonstrates this, either as a .zip to this JIRA or put the code in github or someplace like that.
It would help us speedup investigate this problem."
0,CAMEL-19304,New Feature,Minor,None,"3.21.0, 4.0-RC1, 4.0.0","
None
",Resolved,Fixed,"3.21.0, 4.0-RC1, 4.0.0",Unassigned,Jacek Szymański,0,2,2023-04-30 16:04:43+00:00,2023-05-02 16:39:20+00:00,"Camel JPA endpoint supports option maximumResults, but this is not enough to implement paging. Also, there is no way to specify offset apart from nativeQuery.


maximumResults is static on the endpoint; it may be specified dynamically only using toD, but this means creating dynamic endpoints.


This PR addresses the above:



adds support for firstResult
both maximumResults and firstResult may be specified in message headers, these override values specified on the endpoint, if any","davsclaus:1683003246:2023-05-02T12:54:06.278+0000:1683003246:2023-05-02T12:54:06.278+0000:I wonder if you can send a PR against `camel-3.x` branch so we can include this in upcoming 3.21 release. 
jsz:1683003469:2023-05-02T12:57:49.976+0000:1683003469:2023-05-02T12:57:49.976+0000:Sure I can, I'll do that in the evening."
0,CAMEL-19303,Improvement,Minor,None,,"
None
",Open,Unresolved,None,Unassigned,Claus Ibsen,0,1,2023-04-30 06:42:42+00:00,2023-04-30 06:42:42+00:00,"See SO
https://stackoverflow.com/questions/76119460/how-to-set-dircontext-bean-for-ldap-query-in-came-yaml-dsl/76126417?noredirect=1#comment134257808_76126417


You need to set that jndi factory, and we can set it to a sun implementation that comes in the JDK, that may be okay to connect to some LDAP servers.",
