,Issue Key,Type,Priority,Affects Version/s,Component/s,Labels,Status,Resolution,Fix Version/s,Assignee,Reporter,Votes,Watchers,Created,Updated,Description,Comments
0,CAMEL-17223,Improvement,Major,None,3.14.0,"
None
",Resolved,Fixed,3.14.0,Claus Ibsen,Claus Ibsen,0,1,2021-11-22 13:25:10+00:00,2021-11-23 09:27:08+00:00,No Desc,"davsclaus:1637565634:2021-11-22T15:20:34.068+0000:1637565634:2021-11-22T15:20:34.068+0000:We will now stop on --reload and terminate on normal.

I need a little bit more work to make maxDurationSeconds support stopping routes, as it does things differently than the others.
Also need to add the new option to camel spring boot"
0,CAMEL-17222,Improvement,Minor,None,,"
None
",Resolved,Fixed,None,Unassigned,Federico Mariani,0,2,2021-11-22 12:27:56+00:00,2022-02-04 12:05:53+00:00,"When using CamelJBang@apache/camel I had the following issue 




[jbang] Resolving dependencies...
[jbang] Loading MavenCoordinate [org.apache.camel:camel-bom:pom:RELEASE]
[jbang] Resolving org.apache.camel:camel-jbang-core:RELEASE...[jbang] [ERROR] Could not resolve dependency org.apache.camel:camel-jbang-core:RELEASE




due to dist/CamelJbang.java with default RELEASE version (from jbang catalog), I think it would be nice if the default version points to the latest release","davsclaus:1637555575:2021-11-22T12:32:55.723+0000:1637555575:2021-11-22T12:32:55.723+0000:Yeah its these here, they need to be updated to a release version, such as 3.13.0 - or in the mean time 3.14.0-SNAPSHOT.
https://github.com/apache/camel/blob/main/dsl/camel-jbang/camel-jbang-main/dist/CamelJBang.java#L21

Federico Mariani:1637556090:2021-11-22T12:41:30.284+0000:1637556090:2021-11-22T12:41:30.284+0000:Maybe [https://github.com/apache/camel/blob/main/dsl/camel-jbang/camel-jbang-main/dist/CamelJBang.java|https://github.com/apache/camel/blob/main/dsl/camel-jbang/camel-jbang-main/dist/CamelJBang.java#L21] can be automatically generated during the build process? though the file has to be present on github https://github.com/apache/camel/blob/main/jbang-catalog.json"
0,CAMEL-17221,Bug,Major,"3.8.0, 3.9.0, 3.10.0, 3.11.0, 3.12.0, 3.13.0",None,"
None
",Resolved,Fixed,3.14.0,Unassigned,Hokutor,0,1,2021-11-22 09:44:55+00:00,2021-11-23 07:44:48+00:00,"in HuaweiCloud ImageRecognition component and SimpleNotification component,  the ignoreSslVerification param of the endpoints does not work if the proxyHost is not set.


Below is the sorce code related.",
0,CAMEL-17220,Dependency upgrade,Major,None,3.14.0,"
None
",Resolved,Fixed,3.14.0,Unassigned,Claus Ibsen,0,2,2021-11-21 08:05:08+00:00,2021-11-23 13:19:18+00:00,No Desc,"Federico Mariani:1637632656:2021-11-23T09:57:36.220+0000:1637632656:2021-11-23T09:57:36.220+0000:camel-spring-boot-xml tests are failing due to unresolved circular dependency.
{code:java}
Caused by: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'xmlProducerTemplate': Cannot resolve reference to bean 'xmlCamelContext' while setting bean property 'camelContext'; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'xmlCamelContext': Invocation of init method failed; nested exception is org.apache.camel.RuntimeCamelException: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'org.apache.camel.impl.health.DefaultHealthCheckRegistry': Initialization of bean failed; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'xmlCamelContext': Requested bean is currently in creation: Is there an unresolvable circular reference? {code}
seems like that there is a circular dependency between DefaultHealthCheckRegistry and camelContext bean
davsclaus:1637636171:2021-11-23T10:56:11.321+0000:1637636171:2021-11-23T10:56:11.321+0000:Thanks for trying this - I am looking into this, as it seems we need to move the health check setup to a later phase"
0,CAMEL-17219,Improvement,Minor,3.11.3,,"
None
",Closed,Duplicate,None,Unassigned,Benjamin Graf,0,2,2021-11-20 15:19:13+00:00,2021-11-21 16:40:34+00:00,DefaultExchangeFormatter showProperties only shows user properties not internal properties.,"davsclaus:1637483121:2021-11-21T16:25:21.695+0000:1637483121:2021-11-21T16:25:21.695+0000:That is also expected, you can work on adding a new option named: showAllProperties
graben:1637483231:2021-11-21T16:27:11.657+0000:1637483991:2021-11-21T16:39:51.038+0000:Just see it has been already included :)"
0,CAMEL-17218,Task,Trivial,3.13.0,3.14.0,"
None
",Resolved,Fixed,3.14.0,Unassigned,Benjamin Graf,0,1,2021-11-20 08:50:01+00:00,2021-11-21 16:32:11+00:00,"ExchangeHelper.getOriginalInMessage says ""If its disabled, then null is returned."" but DefaultUnitOfWork throws IllegalStateException.",
0,CAMEL-17217,Improvement,Major,None,3.14.0,"
None
",Resolved,Fixed,3.14.0,Claus Ibsen,Claus Ibsen,0,1,2021-11-19 16:38:13+00:00,2021-11-21 14:50:26+00:00,"So we for example run a groovy route, then we can download and use the camel-groovy-dsl to be able to load the route.",
0,CAMEL-17216,Improvement,Major,None,3.14.0,"
None
",Resolved,Fixed,3.14.0,Federico Mariani,Claus Ibsen,0,2,2021-11-19 16:25:25+00:00,2021-11-22 12:29:36+00:00,"If you run a route that has property placeholders or whatnot, then it would be nice to be able to configure them in a user.properties file / application.properties and then include that when running


You can specify each property as JVM system args, eg -Dfoo=123 but that is tedious if you have many properties to set.","davsclaus:1637553812:2021-11-22T12:03:32.528+0000:1637553812:2021-11-22T12:03:32.528+0000:Thanks Federico

If you have ideas for improving camel-jbang then feel free to create JIRAs and/or hack and send PRs
Federico Mariani:1637555376:2021-11-22T12:29:36.048+0000:1637555376:2021-11-22T12:29:36.048+0000:Actually I had some problems when using CamelJBang@apache/camel the first time, maybe default version handling can be improved https://issues.apache.org/jira/browse/CAMEL-17222"
0,CAMEL-17215,Improvement,Major,None,3.14.0,"
None
",Resolved,Fixed,3.14.0,Claus Ibsen,Claus Ibsen,0,1,2021-11-19 16:23:22+00:00,2021-11-22 10:16:41+00:00,If we have duration max messages / max seconds etc. then we should restart these on reload triggered,
0,CAMEL-17214,Improvement,Major,None,3.14.0,"
None
",Resolved,Fixed,3.14.0,Claus Ibsen,Claus Ibsen,0,1,2021-11-19 11:58:46+00:00,2021-11-21 14:48:26+00:00,"Often you just want to manual terminate the app or use durations to auto terminate.


The file watcher can cause a problem as it can even hang on startup",
