,Issue Key,Type,Priority,Affects Version/s,Component/s,Labels,Status,Resolution,Fix Version/s,Assignee,Reporter,Votes,Watchers,Created,Updated,Description,Comments
0,CAMEL-1578,Improvement,Minor,2.0-M1,2.0-M2,"
None
",Closed,Fixed,2.0-M2,Claus Ibsen,Claus Ibsen,0,0,2009-05-01 06:07:43+00:00,2009-11-21 11:58:00+00:00,The current intercept is only for intercepting incoming messages. We should consider renaming it to a name that reflects that.,"davsclaus:1241168569:2009-05-01T17:02:49.748+0000:1241168569:2009-05-01T17:02:49.748+0000:Renamed to {{interceptFrom}}

trunk: 770754
davsclaus:1241171241:2009-05-01T17:47:21.226+0000:1241171241:2009-05-01T17:47:21.226+0000:And added the filter by endpoint uri as well like the send to
trunk: 770770
davsclaus:1258775880:2009-11-21T11:58:00.121+0000:1258775880:2009-11-21T11:58:00.121+0000:Closing all 2.0M2 tickets"
0,CAMEL-1577,Bug,Major,2.0-M1,None,"
None
",Closed,Won't Fix,None,Unassigned,Moulliard Charles,0,1,2009-04-30 15:29:17+00:00,2010-02-07 09:55:22+00:00,"Hi,


I have discovered two small issues using camel DSL in combination with osgix:cm-properties.


In my spring config file, I have created the following route


        <camel:route>
            <camel:from uri=""${uriFile}"" />
            <camel:setHeader headerName=""origin"">
                <camel:constant>file</camel:constant>
            </camel:setHeader>
            <camel:unmarshal ref=""bindyDataformat"" />
            <camel:to uri=""${queueIn}"" />
        </camel:route>


and osgix:cm-properties like this


    <osgix:cm-properties id=""camelProps"" persistent-id=""org.apache.camel.example.reportincident.routing"">
       <prop key=""uriFile"">file://c:/temp/data/?move=c:/temp/done/${file:name}</prop> (2)
       <prop key=""queueIn"">queuingservice:queue:in</prop> (1)
    </osgix:cm-properties>


Remark : ${file:name} is a camel property !!


but at the OSGI startup the two following  errors are generated


(1) No endpoint could be found for: ${queueIn}


17:19:28,838 | INFO  | xtenderThread-27 | DefaultCamelContext              | e.camel.impl.DefaultCamelContext  729 | Apache Camel 2.0-M1 (CamelContext:camelContext) is starting
17:19:29,322 | ERROR | xtenderThread-27 | ContextLoaderListener            | BundleApplicationContextListener   50 | Application context refresh failed (OsgiBundleXmlApplicationContext(bundle=reportincident.routing, config=osgibundle:/META-INF/spring/*.xml))
org.apache.camel.NoSuchEndpointException: No endpoint could be found for: ${queueIn}, please check your classpath contains the needed camel component jar.
	at org.apache.camel.util.CamelContextHelper.getMandatoryEndpoint(CamelContextHelper.java:54)
	at org.apache.camel.model.RouteDefinition.resolveEndpoint(RouteDefinition.java:133)
	at org.apache.camel.impl.DefaultRouteContext.resolveEndpoint(DefaultRouteContext.java:103)
	at org.apache.camel.impl.DefaultRouteContext.resolveEndpoint(DefaultRouteContext.java:109)
	at org.apache.camel.model.SendDefinition.resolveEndpoint(SendDefinition.java:57)
	at org.apache.camel.model.SendDefinition.createProcessor(SendDefinition.java:51)


(2) 


org.springframework.beans.factory.BeanDefinitionSt oreException: Invalid bean definition with name 'camelProps' defined in null: Could not resolve placeholder 'file:name'","cmoulliard:1241076697:2009-04-30T15:31:37.277+0000:1241076697:2009-04-30T15:31:37.277+0000:I have posted a message on the spring forum for the second point ${file.name}: http://forum.springsource.org/showthread.php?t=71202
cmoulliard:1241494958:2009-05-05T11:42:38.111+0000:1241494958:2009-05-05T11:42:38.111+0000:I have found a trick to solve the two problems mentioned previously. Here is the solution :

http://cmoulliard.blogspot.com/2009/05/trick-to-pass-uri-declared-in-property.html
davsclaus:1242597981:2009-05-18T06:06:21.674+0000:1242597981:2009-05-18T06:06:21.674+0000:Its a spring problem. Requires that Spring improves SPI for property placeholders in eg Spring 3.0.

There is a ticket elsewhere on this issue in Camel that has a link to the Spring ticket James Strachan created."
0,CAMEL-1576,New Feature,Major,None,2.0-M2,"
None
",Closed,Fixed,2.0-M2,Willem Jiang,Willem Jiang,0,0,2009-04-30 11:51:31+00:00,2009-11-21 11:58:00+00:00,Add some common util class which extends the CamelContextSupport to wrapper the Options of PAX-Exam and setup the bundleContext for CamelContext to use.,"njiang:1241065749:2009-04-30T12:29:09.109+0000:1241065749:2009-04-30T12:29:09.109+0000:trunk 
http://svn.apache.org/viewvc?rev=770182&view=rev
davsclaus:1258775880:2009-11-21T11:58:00.076+0000:1258775880:2009-11-21T11:58:00.076+0000:Closing all 2.0M2 tickets"
0,CAMEL-1575,Improvement,Major,"1.3.0, 1.4.0, 1.5.0, 1.6.0, 2.0-M1",None,"
None
",Closed,Fixed,"1.6.1, 2.0-M2",Willem Jiang,Willem Jiang,0,0,2009-04-30 11:38:42+00:00,2009-11-21 11:58:00+00:00,"PaxExam container will call the tearDown method finally, if the after method throws exception,
 the orginal exception (which is thrown by setUp method or the test method) will be overrided..


ContextTestSupport's tearDown method will through NPE, if the exception is thrown from the setup method
We need to check the reference of context and template first before we can their stop method.","njiang:1241065667:2009-04-30T12:27:47.203+0000:1241065861:2009-04-30T12:31:01.883+0000:trunk
 http://svn.apache.org/viewvc?rev=770172&view=rev
camel-1.x
http://svn.apache.org/viewvc?rev=770192&view=rev
davsclaus:1258775880:2009-11-21T11:58:00.046+0000:1258775880:2009-11-21T11:58:00.046+0000:Closing all 2.0M2 tickets"
0,CAMEL-1574,New Feature,Major,"1.6.0, 2.0-M1",,"
None
",Closed,Won't Fix,None,Claus Ibsen,Claus Ibsen,0,0,2009-04-30 07:55:14+00:00,2010-02-07 09:55:22+00:00,"URIs is the preferred means to identify and lookup endpoints. The general rule of thumb is that you must use the exact same URI every time to lookup the same endpoint.


That can confuse for components that has a logical key that represents the same endpoint. For example



seda:foo
seda:foo?concurrentConsumers=2



In peoples mind its the same endpoint, its the seda foo queue. But in Camel its 2 different endpoints. So you cannon link them together. So this wont work:



from(x)....to(""seda:foo"");
...
from(""seda:foo?concurrentConsumers=2"").to(z);




So if we add some strategy to component so it can construct a the logical key for its endpoint.
For instance the SedaComponent would be able to return the key: seda:foo for whether or without the concurrentConsumer option. Its the same logical endpoint.


The same will apply for JMS component and others.","davsclaus:1241049980:2009-04-30T08:06:20.499+0000:1241049980:2009-04-30T08:06:20.499+0000:See nabble:
http://www.nabble.com/Messages-not-being-delivered-once-SEDA-concurrentConsumers-set-td23176637.html

davsclaus:1242597869:2009-05-18T06:04:29.565+0000:1242597869:2009-05-18T06:04:29.565+0000:This one is not easy to remedy a solution when endpoint is defined in multiple locations in a route, such as above.

The first one, will create the {{seda:foo}} endpoint with default settings.
Then the 2nd, will try to lookup the {{seda:foo?concurrentConsumers=2}} endpoint based on the URI but cannot find it and creates a new endpoint.

The problem is that if we do the logical key thing then {{seda:foo}} is created with default settings and then when we do the 2nd lookup it will find this endpoint but not use the {{concurrentConsumers=2}} option.

The only solution is to define shared endpoint once and reuse the alias in your route, like below:
{code}
Endpoint foo = endpoint(""seda:foo?concurrentConsumers=2"");

from(x)....to(foo);
...
from(foo).to(z);
{code}"
0,CAMEL-1573,Improvement,Major,2.0-M1,None,"
None
",Closed,Fixed,2.0-M2,Claus Ibsen,Christian Schneider,0,0,2009-04-30 06:41:03+00:00,2009-10-09 07:08:05+00:00,"When converting data  from a binary form the convertBodyTo(String.class) function currently does not support changing the encoding. This should be added.  Additionally it would be nice to have automatic encoding settings for xml files that contain a <?xml header with an encoding attribute.


The issue happened for me when I tried to read from a FileEndpoint. I have debugged into the code and found that where the file is read there seems to be no support for encoding at all. But maybe I am wrong. I will search for the place in the code and post a link here.


http://www.nabble.com/Convert-File-to-String-with-encoding-to23291163.html","cschneider:1241057397:2009-04-30T10:09:57.395+0000:1241057397:2009-04-30T10:09:57.395+0000:I have found the code that reads the file. It seems to be IOConverter.toString(File file) . As you can see there is no encoding  mentioned. So I think this code will not work with the Exchange.CHARSET_NAME parameter. Btw. I have not yet found this constant.
davsclaus:1241058047:2009-04-30T10:20:47.238+0000:1241058047:2009-04-30T10:20:47.238+0000:That constant is in Camel 2.0. In Camel 1.x its somewhere else.

You should really use org.w3c.Document as the type if you want to read an XML file. It will leverage the Java XML API to read and understand the encoding option in the XML files.
Then afterwards you can get it as a String.

Or the javax.xml.transform.stream.StreamSource should also be doable.

Camel cannot really know its a XML file, unless we add some convention that if the file name extension is xml it should use the XML converters.
cschneider:1241074930:2009-04-30T15:02:10.728+0000:1241074930:2009-04-30T15:02:10.728+0000:Hi Claus,

I have just tested with org.w3c.dom.Document. This seems to work fine. So we have a solution for my problem. 
But in any case this should be added to documentation. I did not know that I can convert to Document.

Is there any page already for the convertBodyTo ? I did not find one. It would be quite nice to have some examples for conversions. Perhaps there could be one page per dsl method. Are there any plans to build this? 
davsclaus:1241079351:2009-04-30T16:15:51.282+0000:1241079351:2009-04-30T16:15:51.282+0000:Hi Christian

Camel have 150+ type converters in the distribution. The new Camel web console have a web page that lists them all.
And I think there is a maven tool that could generate a list of converters as well.

But the rule of thumb is that you should just try to convert to the type you want and Camel will lookup a suitable type convert if any exsits.
If not you get an exception.

The basic converters for String, byte[], streams, XML should be there. There might be some odd combinations missing such as a org.w3c.Document to byte[] or the likes.

Keeping documentation in the wiki is time consuming and it would be much better if we get a tool to be able to slurp the javadoc in the code, then we would be able to generate a full DSL list with documentation.

As we love contributions, you can get karma to the wiki pages so you can edit and add it yourself.
davsclaus:1241425967:2009-05-04T16:32:47.421+0000:1241425967:2009-05-04T16:32:47.421+0000:trunk: 771351
1.x: 771353

In 1.x I have fixed the bug in ObjectHelper.loadClass not being able to load byte[] class.

"
0,CAMEL-1572,Improvement,Major,2.0-M1,2.0-M2,"
None
",Closed,Fixed,2.0-M2,Claus Ibsen,Claus Ibsen,0,0,2009-04-30 05:45:32+00:00,2009-11-21 11:58:00+00:00,"See nabble
http://www.nabble.com/Camel-2.0-Async-Findings---Roadmap-to-a-solution-td23310165.html","davsclaus:1241078986:2009-04-30T16:09:46.095+0000:1241078986:2009-04-30T16:09:46.095+0000:A patch that also includes a prototype of the new Async API.

See
- AsyncProducerTemplate
- AsyncDefinition
- AsyncDelegateProcessor
- AsyncRouteTest
- FutureTypeConverter

I forgot to track different change list so the patch is all my local changes.
davsclaus:1241142133:2009-05-01T09:42:13.488+0000:1241142133:2009-05-01T09:42:13.488+0000:I have committed the first cut of the cleanup. 
trunk: 770599

When we have a new async API in place then we can cleanup the last pieces in Pipeline and MulticastProcessor.

I have added TODO in codes where we need to re look later.
davsclaus:1241142295:2009-05-01T09:44:55.876+0000:1241142295:2009-05-01T09:44:55.876+0000:new_async_api.patch is a patch with only the prototype of the new Async API that I have been experimenting with.

davsclaus:1241485361:2009-05-05T09:02:41.848+0000:1241485361:2009-05-05T09:02:41.848+0000:A 2nd patch that is more cleaner.
- only the async producer template
- added all the needed methods on async producer template
- add unit test

The async() DSL from the previous patches was an experiment and we can still discuss to add it also.
But for starters I want a clean API that allows to initiate a async routing in Camel.
davsclaus:1241564988:2009-05-06T07:09:48.290+0000:1241664200:2009-05-07T10:43:20.675+0000:Committed first cut of new Async API.

TODO: MulticastProcessor needs to be migrated *DONE*
TODO: Thread DSL removed. Will be replaced with new Async DSL later *DONE*

trunk: 772076
davsclaus:1241565477:2009-05-06T07:17:57.184+0000:1241565477:2009-05-06T07:17:57.184+0000:See the nabble link as I keep posting there also with updates.
davsclaus:1241583883:2009-05-06T12:24:43.283+0000:1241583883:2009-05-06T12:24:43.283+0000:And 2nd cut that migrates the MulticastProcessor: 772172.
davsclaus:1241664234:2009-05-07T10:43:54.503+0000:1241664234:2009-05-07T10:43:54.503+0000:Added first cut of the new async DSL replacing the old thread DSL.

trunk: 772598
davsclaus:1241734426:2009-05-08T06:13:46.909+0000:1241734426:2009-05-08T06:13:46.909+0000:Second cut of the async DSL. trunk: 772853.

davsclaus:1241944558:2009-05-10T16:35:58.320+0000:1241944558:2009-05-10T16:35:58.320+0000:Updated wiki with description of this new Async API.
davsclaus:1258775880:2009-11-21T11:58:00.006+0000:1258775880:2009-11-21T11:58:00.006+0000:Closing all 2.0M2 tickets"
0,CAMEL-1571,Improvement,Major,None,None,"
None
",Closed,Fixed,2.0-M2,Willem Jiang,Willem Jiang,0,0,2009-04-28 13:33:13+00:00,2009-11-21 11:57:59+00:00,"By leverage the new feature of PAXEXAM-54[1] and CAMEL-1526, we could make the Camel OSGi integration test much easier.
We just need to add the scanFeatures option in the configure method of integration test like this, and don't need to fight with dependency of pom any more.



@Configuration
    public static Option[] configure() {
        Option[] options = options(
            ...
            // using the features to install the camel components             
            scanFeatures(mavenBundle().groupId(""org.apache.camel.karaf"").
                         artifactId(""features"").versionAsInProject().type(""xml/features""),                         
                          ""camel-core""),
           ...
         );




[1]http://issues.ops4j.org/browse/PAXEXAM-54","njiang:1241065415:2009-04-30T12:23:35.484+0000:1241065415:2009-04-30T12:23:35.484+0000:trunk
http://svn.apache.org/viewvc?rev=769393&view=rev
davsclaus:1258775879:2009-11-21T11:57:59.942+0000:1258775879:2009-11-21T11:57:59.942+0000:Closing all 2.0M2 tickets"
0,CAMEL-1570,Improvement,Major,"1.6.0, 2.0-M1","1.6.1, 2.0-M2","
None
",Closed,Fixed,"1.6.1, 2.0-M2",Claus Ibsen,Christopher Hunt,0,0,2009-04-28 08:36:48+00:00,2009-11-21 11:57:59+00:00,"The Jetty component is presently unable to be configured for security. A general purpose mechanism so that the Jetty component can be configured would be useful. The following URI based option is proposed:





Name
Default Value
Description


handlers
null
 Specifies a comma delimited set of instances in your Registry (such as your Spring ApplicationContext). These instances are added to the Jetty servlet context





Here is an example URI:



jetty:http://0.0.0.0:9080/MyService?handlers=securityHandler




This could refer to something like the following Spring configuration:



	<!-- Jetty Security handling -->
	<bean id=""userRealm"" class=""org.mortbay.jetty.plus.jaas.JAASUserRealm"">
		<property name=""name"" value=""tracker-users"" />
		<property name=""loginModuleName"" value=""ldaploginmodule"" />
	</bean>
	<bean id=""constraint"" class=""org.mortbay.jetty.security.Constraint"">
		<property name=""name"" value=""BASIC"" />
		<property name=""roles"" value=""tracker-users"" />
		<property name=""authenticate"" value=""true"" />
	</bean>
	<bean id=""constraintMapping"" class=""org.mortbay.jetty.security.ConstraintMapping"">
		<property name=""constraint"" ref=""constraint"" />
		<property name=""pathSpec"" value=""/*"" />
	</bean>
	<bean id=""securityHandler"" class=""org.mortbay.jetty.security.SecurityHandler"">
		<property name=""userRealm"" ref=""userRealm"" />
		<property name=""constraintMappings"" ref=""constraintMapping"" />
	</bean>




I have attached proposed changes to the 1.6 branch. I imagine that 2.0 should be quite similar.","huntc@internode.on.net:1240879292:2009-04-28T08:41:32.931+0000:1240879292:2009-04-28T08:41:32.931+0000:Patches for the 1.6 source. I have tested these fixes in my own application. However I have not managed to create a test case as yet.
davsclaus:1241047544:2009-04-30T07:25:44.543+0000:1241047544:2009-04-30T07:25:44.543+0000:Chris, we need at least an unit test before we can add the patch to the code base.
huntc@internode.on.net:1241049398:2009-04-30T07:56:38.848+0000:1241049398:2009-04-30T07:56:38.848+0000:Hi Claus,

I'm happy develop a unit test for this of course. In the first  
instance, can you please review my proposal and code submission? If it  
looks good then I'll proceed with the unit test and update the wiki  
once committed.

Kind regards,
Christopher

davsclaus:1241049857:2009-04-30T08:04:17.936+0000:1241049857:2009-04-30T08:04:17.936+0000:Chris

Can you take a look at CAMEL-1176 as it looks related to this ticket.

The patch looks good.

In Camel 2.0 however I was wondering if we should endorse the # notation lookup that is used in the URI to refer to a bean in the registry with this id.

And if we just added the type on the endpoint as: List<Handler> handlers with getter/setter then we can improve the DefaultComponent to support lists for its automatic # lookup.
Today it only supports a single # property. If so we get a general solution. So I would like that we took the time to look into this in Camel 2.0.

See method setReferenceProperties in DefaultComponent in Camel 2.0.
huntc@internode.on.net:1241647132:2009-05-07T05:58:52.841+0000:1241647132:2009-05-07T05:58:52.841+0000:1.x changes.

I have deleted the previous patches given that there was an error. Previously I attached the handlers to the first context that the server could provide (as is done for the session - is that a bug also?). What is now done is that the handlers are attached to the context created at the time the servlet is created.

I have included a new unit test to test out the handler functionality. I use a Jetty supplied statistics handler to ensure that it counts my requests coming through. Naturally if the handler was not added to the context then no requests would be counted.

In addition the unit test exercises multiple handlers being included for a different context. This tests that multiple handlers are catered for and that one context's handlers are not invoked for another's.

I have also tidied up the test cases so that they are able to:

(i) execute on a file system that has spaces in the path name; and
(ii) execute on a system that is not running postgres.

On the latter I noticed that port 5432 was being used for some of the tests. This port is used by postgres. Given that I had postgres running on my machine the tests could not complete. All tests now use a port number around 9080.
huntc@internode.on.net:1241647935:2009-05-07T06:12:15.996+0000:1241647935:2009-05-07T06:12:15.996+0000:Hi Claus,

1.x patches attached. I have not addressed 2.0. With regards to:

_In Camel 2.0 however I was wondering if we should endorse the # notation lookup that is used in the URI to refer to a bean in the registry with this id._

I think so.

_And if we just added the type on the endpoint as: List<Handler> handlers with getter/setter then we can improve the DefaultComponent to support lists for its automatic # lookup._

Do you mean List<String> not List<Handler>? Or do you think that the DefaultComponent could resolve the type from the bean's name?

_Today it only supports a single # property. If so we get a general solution. So I would like that we took the time to look into this in Camel 2.0._

How would a list be expressed in the URI? The same way as for 1.x i.e. using a comma?

_See method setReferenceProperties in DefaultComponent in Camel 2.0._

I'm going to need your help on this one I think.
davsclaus:1241742572:2009-05-08T08:29:32.738+0000:1241742572:2009-05-08T08:29:32.738+0000:Applied patch to 1.x: 772883.

Thanks Christopher for the patch.
davsclaus:1241743981:2009-05-08T08:53:01.949+0000:1241743981:2009-05-08T08:53:01.949+0000:Applied patch to 2.0: 772891

>> See method setReferenceProperties in DefaultComponent in Camel 2.0.
> I'm going to need your help on this one I think.

I had a look at this and the problem is that its a List we want to set of a given type, and that we loose the generic type in the list: List<Handler> so we dont know the type of the list what it was supposed to contain. 

So I did it manually in the component.

Maybe later we can use a convention that the type should be the setXXX name and add list support for URI notations.
But if this is the only component benefit from it, it might not be worth the trouble.
davsclaus:1241744338:2009-05-08T08:58:58.233+0000:1241744338:2009-05-08T08:58:58.233+0000:Thanks Christopher. I have updated the Jetty wiki page also.
davsclaus:1258775879:2009-11-21T11:57:59.906+0000:1258775879:2009-11-21T11:57:59.906+0000:Closing all 2.0M2 tickets"
0,CAMEL-1569,Improvement,Major,2.0-M1,2.0-M2,"
None
",Closed,Fixed,2.0-M2,Claus Ibsen,Claus Ibsen,0,0,2009-04-28 06:44:42+00:00,2009-11-21 11:57:59+00:00,"The InterceptStrategy interface is bound to using Processor etc and we do not have any easy support in the DSL itself to define your own custom interceptors.


And an idea is to bridge it to allow it to do custom routing as well. Can be used to detour for certain conditions, such as a message having some odd data.","davsclaus:1241222387:2009-05-02T07:59:47.764+0000:1241222387:2009-05-02T07:59:47.764+0000:Added support for intercept() that works like you would expect an interceptor that is applied at each route step

trunk: 770908.

See updated wiki as well:
http://cwiki.apache.org/confluence/display/CAMEL/Intercept

There are still some work to add support for {{when}} predicate and {{stop}}. The old code was a bit nasty so its time for house cleaning as well.
davsclaus:1241312327:2009-05-03T08:58:47.902+0000:1241312327:2009-05-03T08:58:47.902+0000:Added {{when}} predicate support to {{intercept}}

Trunk: 771041.
davsclaus:1241394749:2009-05-04T07:52:29.266+0000:1241394749:2009-05-04T07:52:29.266+0000:Added {{stop}} support for the interceptors and in general as well.

trunk: 771227
davsclaus:1258775879:2009-11-21T11:57:59.876+0000:1258775879:2009-11-21T11:57:59.876+0000:Closing all 2.0M2 tickets"
