,Issue Key,Type,Priority,Affects Version/s,Component/s,Labels,Status,Resolution,Fix Version/s,Assignee,Reporter,Votes,Watchers,Created,Updated,Description,Comments
0,CAMEL-18270,Bug,Major,3.18.0,"3.14.5, 3.18.1, 3.19.0","
None
",Resolved,Fixed,"3.14.5, 3.18.1, 3.19.0",Claus Ibsen,Florian Fiby,0,2,2022-07-14 07:35:08+00:00,2022-07-29 08:32:01+00:00,"Our imap mail route on the production system gets blocked when someone or an other systems moves / deletes an email from the inbox, while the camel mail route is loading the mail. As we do not have full control on the mailboxes we enabled skipFailedMessage but the issue remains.


The following exception is written is the log, but the mail consumer is blocked. The issue can only be resolved by a restart of the service.




2022-07-14 09:17:28.714  WARN 5465 --- [fice365.com:993] o.a.c.i.engine.DefaultReactiveExecutor   : Error executing reactive work due to Error accessing headers due to: Cannot load header. This exception is ignored.
org.apache.camel.RuntimeCamelException: Error accessing headers due to: Cannot load header
    at org.apache.camel.component.mail.MailMessage.populateInitialHeaders(MailMessage.java:107) ~[camel-mail-3.18.0.jar:3.18.0]
    at org.apache.camel.support.DefaultMessage.createHeaders(DefaultMessage.java:331) ~[camel-support-3.18.0.jar:3.18.0]
    at org.apache.camel.support.DefaultMessage.hasHeaders(DefaultMessage.java:305) ~[camel-support-3.18.0.jar:3.18.0]
    at org.apache.camel.support.AbstractExchange.copy(AbstractExchange.java:140) ~[camel-support-3.18.0.jar:3.18.0]
    at org.apache.camel.support.DefaultExchange.copy(DefaultExchange.java:27) ~[camel-support-3.18.0.jar:3.18.0]
    at org.apache.camel.support.ExchangeHelper.createCopy(ExchangeHelper.java:322) ~[camel-support-3.18.0.jar:3.18.0]
    at org.apache.camel.processor.errorhandler.RedeliveryErrorHandler.defensiveCopyExchangeIfNeeded(RedeliveryErrorHandler.java:304) ~[camel-core-processor-3.18.0.jar:3.18.0]
    at org.apache.camel.processor.errorhandler.RedeliveryErrorHandler$RedeliveryTask.prepare(RedeliveryErrorHandler.java:680) ~[camel-core-processor-3.18.0.jar:3.18.0]
    at org.apache.camel.processor.PrototypeTaskFactory.acquire(PrototypeTaskFactory.java:29) ~[camel-core-processor-3.18.0.jar:3.18.0]
    at org.apache.camel.processor.errorhandler.RedeliveryErrorHandler.process(RedeliveryErrorHandler.java:210) ~[camel-core-processor-3.18.0.jar:3.18.0]
    at org.apache.camel.impl.engine.CamelInternalProcessor.process(CamelInternalProcessor.java:399) ~[camel-base-engine-3.18.0.jar:3.18.0]
    at org.apache.camel.processor.Pipeline$PipelineTask.run(Pipeline.java:109) ~[camel-core-processor-3.18.0.jar:3.18.0]
    at org.apache.camel.impl.engine.DefaultReactiveExecutor$Worker.schedule(DefaultReactiveExecutor.java:189) ~[camel-base-engine-3.18.0.jar:3.18.0]
    at org.apache.camel.impl.engine.DefaultReactiveExecutor.scheduleMain(DefaultReactiveExecutor.java:61) ~[camel-base-engine-3.18.0.jar:3.18.0]
    at org.apache.camel.processor.Pipeline.process(Pipeline.java:184) ~[camel-core-processor-3.18.0.jar:3.18.0]
    at org.apache.camel.impl.engine.CamelInternalProcessor.process(CamelInternalProcessor.java:399) ~[camel-base-engine-3.18.0.jar:3.18.0]
    at org.apache.camel.impl.engine.DefaultAsyncProcessorAwaitManager.process(DefaultAsyncProcessorAwaitManager.java:83) ~[camel-base-engine-3.18.0.jar:3.18.0]
    at org.apache.camel.support.AsyncProcessorSupport.process(AsyncProcessorSupport.java:41) ~[camel-support-3.18.0.jar:3.18.0]
    at org.apache.camel.component.mail.MailConsumer.processExchange(MailConsumer.java:451) ~[camel-mail-3.18.0.jar:3.18.0]
    at org.apache.camel.component.mail.MailConsumer.processBatch(MailConsumer.java:260) ~[camel-mail-3.18.0.jar:3.18.0]
    at org.apache.camel.component.mail.MailConsumer.poll(MailConsumer.java:165) ~[camel-mail-3.18.0.jar:3.18.0]
    at org.apache.camel.support.ScheduledPollConsumer.doRun(ScheduledPollConsumer.java:202) ~[camel-support-3.18.0.jar:3.18.0]
    at org.apache.camel.support.ScheduledPollConsumer.run(ScheduledPollConsumer.java:116) ~[camel-support-3.18.0.jar:3.18.0]
    at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:515) ~[na:na]
    at java.base/java.util.concurrent.FutureTask.runAndReset$$$capture(FutureTask.java:305) ~[na:na]
    at java.base/java.util.concurrent.FutureTask.runAndReset(FutureTask.java) ~[na:na]
    at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:305) ~[na:na]
    at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128) ~[na:na]
    at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628) ~[na:na]
    at java.base/java.lang.Thread.run(Thread.java:829) ~[na:na]
Caused by: javax.mail.MessagingException: Cannot load header
    at com.sun.mail.imap.IMAPMessage.loadHeaders(IMAPMessage.java:1583) ~[jakarta.mail-1.6.5.jar:1.6.5]
    at com.sun.mail.imap.IMAPMessage.getAllHeaders(IMAPMessage.java:992) ~[jakarta.mail-1.6.5.jar:1.6.5]
    at org.apache.camel.component.mail.MailBinding.extractHeadersFromMail(MailBinding.java:649) ~[camel-mail-3.18.0.jar:3.18.0]
    at org.apache.camel.component.mail.MailMessage.populateInitialHeaders(MailMessage.java:104) ~[camel-mail-3.18.0.jar:3.18.0]
    ... 29 common frames omitted




 


I've reproduced the issue with a break point on MailConsumer.processExchange. When the process hits this break point, I've move the mail and the route was blocked.


I think the route blocks on DefaultAsyncProcessorAwaitManager.await Line 107, but I'm not sure about it.


The expected behavior for me with skipFailedMessage=true, would be an ERROR in the log and processing of the next mail.


Is this a bug or is there a workaround for this issue?


Maybe this is related with CAMEL-16829","fibyflo:1658267266:2022-07-20T05:47:46.316+0000:1658267266:2022-07-20T05:47:46.316+0000:There was an other incident with same blocking outcome, the route was blocked and no new mails were processed . Camel 3.4 is also affected:

{{2022-07-18 16:21:24.762  WARN 1 --- [Camel (PROD) thread #1 - imaps://outlook.office365.com:993] o.a.c.i.engine.DefaultReactiveExecutor   : Error executing reactive work due to Error accessing headers due to: * BYE Jakarta Mail Exception: java.net.SocketTimeoutE}}
{{{}xception: Read timed out. This exception is ignored.{}}}{{{}org.apache.camel.RuntimeCamelException: Error accessing headers due to: * BYE Jakarta Mail Exception: java.net.SocketTimeoutException: Read timed out{}}}
{{        at org.apache.camel.component.mail.MailMessage.populateInitialHeaders(MailMessage.java:107) ~[camel-mail-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.support.DefaultMessage.createHeaders(DefaultMessage.java:310) ~[camel-support-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.support.DefaultMessage.hasHeaders(DefaultMessage.java:282) ~[camel-support-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.support.DefaultExchange.copy(DefaultExchange.java:129) ~[camel-support-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.support.ExchangeHelper.createCopy(ExchangeHelper.java:330) ~[camel-support-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.processor.errorhandler.RedeliveryErrorHandler.defensiveCopyExchangeIfNeeded(RedeliveryErrorHandler.java:266) ~[camel-base-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.processor.errorhandler.RedeliveryErrorHandler$RedeliveryTask.<init>(RedeliveryErrorHandler.java:590) ~[camel-base-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.processor.errorhandler.RedeliveryErrorHandler.process(RedeliveryErrorHandler.java:171) ~[camel-base-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.processor.CamelInternalProcessor.process(CamelInternalProcessor.java:286) ~[camel-base-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.processor.Pipeline$PipelineTask.run(Pipeline.java:90) ~[camel-base-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.impl.engine.DefaultReactiveExecutor$Worker.schedule(DefaultReactiveExecutor.java:148) ~[camel-base-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.impl.engine.DefaultReactiveExecutor.scheduleMain(DefaultReactiveExecutor.java:60) ~[camel-base-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.processor.Pipeline.process(Pipeline.java:147) ~[camel-base-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.processor.CamelInternalProcessor.process(CamelInternalProcessor.java:286) ~[camel-base-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.impl.engine.DefaultAsyncProcessorAwaitManager.process(DefaultAsyncProcessorAwaitManager.java:83) ~[camel-base-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.support.AsyncProcessorSupport.process(AsyncProcessorSupport.java:40) ~[camel-support-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.component.mail.MailConsumer.processExchange(MailConsumer.java:431) ~[camel-mail-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.component.mail.MailConsumer.processBatch(MailConsumer.java:248) ~[camel-mail-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.component.mail.MailConsumer.poll(MailConsumer.java:161) ~[camel-mail-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.support.ScheduledPollConsumer.doRun(ScheduledPollConsumer.java:187) ~[camel-support-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.support.ScheduledPollConsumer.run(ScheduledPollConsumer.java:106) ~[camel-support-3.4.6.jar!/:3.4.6]}}
{{        at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:515) ~[na:na]}}
{{        at java.base/java.util.concurrent.FutureTask.runAndReset(FutureTask.java:305) ~[na:na]}}
{{        at java.base/java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:305) ~[na:na]}}
{{        at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128) ~[na:na]}}
{{        at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628) ~[na:na]}}
{{        at java.base/java.lang.Thread.run(Thread.java:829) ~[na:na]}}
{{Caused by: javax.mail.FolderClosedException: * BYE Jakarta Mail Exception: java.net.SocketTimeoutException: Read timed out}}
{{        at com.sun.mail.imap.IMAPMessage.loadHeaders(IMAPMessage.java:1575) ~[jakarta.mail-1.6.5.jar!/:1.6.5]}}
{{        at com.sun.mail.imap.IMAPMessage.getAllHeaders(IMAPMessage.java:992) ~[jakarta.mail-1.6.5.jar!/:1.6.5]}}
{{        at org.apache.camel.component.mail.MailBinding.extractHeadersFromMail(MailBinding.java:610) ~[camel-mail-3.4.6.jar!/:3.4.6]}}
{{        at org.apache.camel.component.mail.MailMessage.populateInitialHeaders(MailMessage.java:104) ~[camel-mail-3.4.6.jar!/:3.4.6]}}
{{        ... 26 common frames omitted}}
fibyflo:1658297896:2022-07-20T14:18:16.921+0000:1658297896:2022-07-20T14:18:16.921+0000:Hi [~davsclaus], 

I'm searching the camel code for possible workarounds for this issue and found https://issues.apache.org/jira/browse/CAMEL-16938 you worked on. So maybe you can help with my reported issue?

As far as I understand it by now, each mail is processed with a thread and if the RuntimeCamelException occurs, the route is blocked by waiting for the thread and does not process any new mails.

The issue seams located in DefaultReactiveExecutor.scheduleMain by catching the RuntimeCamelException without cleaning up the thread. Therefore this could also affect other camel components, not just mail.

My issue could be created by wrong mailserver handling or server side issues, but the blocking state of the route can't be right.

 
fibyflo:1658379558:2022-07-21T12:59:18.170+0000:1658379558:2022-07-21T12:59:18.170+0000:I was able to get the route working, with an small but not clean workaround, by rethrowing t:

{{try {}}
{{if (stats) {}}
{{executor.pendingTasks.decrement();}}
{{}}}
{{if (LOG.isTraceEnabled()) {}}
{{LOG.trace(""Worker #{} running: {}"", number, polled);}}
{{}}}
{{polled.run();}}
{{} catch (Throwable t) {}}
{{LOG.error(""Error executing reactive work due to {}. This exception is ignored."",}}
{{t.getMessage(), t);}}
{{throw t;}}
{{}}}
davsclaus:1658995285:2022-07-28T16:01:25.875+0000:1658995285:2022-07-28T16:01:25.875+0000:Thanks for reporting and the detailed analysis.


davsclaus:1659053275:2022-07-29T08:07:55.690+0000:1659053275:2022-07-29T08:07:55.690+0000:Thanks this will be fixed by the linked ticket"
0,CAMEL-18269,Task,Major,None,3.19.0,"
None
",Resolved,Fixed,3.19.0,Andrea Cosentino,Marco Carletti,0,2,2022-07-13 10:48:51+00:00,2022-07-18 04:48:06+00:00,"Since the version of Camel Spring Boot has been released camel-spring-boot-3.18.0 the version of the examples should be updated as well, increasing the snapshot and creating the tag","Federico Mariani:1657870948:2022-07-15T15:42:28.140+0000:1657870948:2022-07-15T15:42:28.140+0000:https://github.com/apache/camel-spring-boot-examples/pull/71
mcarlett:1657881498:2022-07-15T18:38:18.494+0000:1657881534:2022-07-15T18:38:54.881+0000:build fails due to CAMEL-18271"
0,CAMEL-18268,Task,Minor,None,3.19.0,"
None
",Resolved,Fixed,3.19.0,Andrea Cosentino,Marco Carletti,0,1,2022-07-13 08:27:00+00:00,2022-07-25 07:17:03+00:00,The camel-dependencies version is 3.18.0-SNAPSHOT in  https://github.com/apache/camel-spring-boot/blob/main/pom.xml#L26 and the current version is 3.19.0-SNAPSHOT https://github.com/apache/camel-spring-boot/blob/main/pom.xml#L31,
0,CAMEL-18267,New Feature,Major,None,3.19.0,"
None
",Resolved,Fixed,3.19.0,Unassigned,Andrea Cosentino,0,2,2022-07-12 17:07:16+00:00,2022-09-07 08:12:40+00:00,"In case of rotation, update, patch etc. We need to trigger a reload.


This might be a service running with the properties source or something we could enable on-demand.


In this way we could react to events.","acosentino:1657616904:2022-07-12T17:08:24.772+0000:1657616904:2022-07-12T17:08:24.772+0000:cc [~davsclaus] [~lburgazzoli]
davsclaus:1662002867:2022-09-01T11:27:47.750+0000:1662002867:2022-09-01T11:27:47.750+0000:Let me get started and add some API in camel-core we can use from the vaults
davsclaus:1662069800:2022-09-02T06:03:20.091+0000:1662069800:2022-09-02T06:03:20.091+0000:Docs is at
https://camel.apache.org/manual/context-reload.html"
0,CAMEL-18266,Bug,Major,3.18.0,"3.18.1, 3.19.0","
None
",Resolved,Fixed,"3.18.1, 3.19.0",Zheng Feng,Zheng Feng,0,1,2022-07-12 08:11:44+00:00,2022-07-12 12:21:00+00:00,"It looks like there is a missing  bean schema in ResourceHelper.hasSchema(String uri). And 


XsltUriResolver falls back to use classpath schema.",
0,CAMEL-18265,Task,Major,None,None,"
None
",Open,Unresolved,4.x,Andrea Cosentino,Andrea Cosentino,0,1,2022-07-11 16:59:34+00:00,2023-08-09 09:07:29+00:00,No Desc,
0,CAMEL-18264,Improvement,Major,"3.14.4, 3.18.0","3.14.5, 3.18.1, 3.19.0","
None
",Resolved,Fixed,"3.14.5, 3.18.1, 3.19.0",Unassigned,Konrad Stachera,0,2,2022-07-11 08:38:01+00:00,2022-08-15 06:57:39+00:00,"When server requires ssh-dss host key algorithm it is not possible to configure sFTP camel component to use such key type, therefore connecting fails with ""com.jcraft.jsch.JSchException: Algorithm negotiation fail"". 


When these two properties are added in debug mode:




session.setConfig(""server_host_key"", session.getConfig(""server_host_key"") + "",ssh-dss"") 
session.setConfig(""PubkeyAcceptedAlgorithms"", session.getConfig(""PubkeyAcceptedAlgorithms"") + "",ssh-dss"") 



in SftpOperations class:





the connection is established successfully.


It should be possible to configure ""server_host_key"" and ""PubkeyAcceptedAlgorithms"" in camel sFTP component.","KonradStachera:1659055316:2022-07-29T08:41:56.487+0000:1659055316:2022-07-29T08:41:56.487+0000:I'll open PR for this today
davsclaus:1659230007:2022-07-31T09:13:27.206+0000:1659230007:2022-07-31T09:13:27.206+0000:Thanks for the PR"
0,CAMEL-18263,Task,Major,3.18.0,None,"
None
",Resolved,Fixed,3.19.0,Nicolas Filotto,Nicolas Filotto,0,1,2022-07-11 07:18:12+00:00,2022-08-02 14:11:35+00:00,The tests `testSuspendModeConfiguredWithBoth` and `testSuspendModeConfiguredWithEnvVariable` of `BacklogDebuggerTest` are both failing on Java 17 as we can see here https://ci-builds.apache.org/job/Camel/job/Camel%20JDK16/job/main/334/testReport/junit/org.apache.camel.management/,nfilotto:1657495997:2022-07-11T07:33:17.654+0000:1657495997:2022-07-11T07:33:17.654+0000:The corresponding PR https://github.com/apache/camel/pull/7996
0,CAMEL-18262,Bug,Major,3.18.0,"3.18.1, 3.19.0","
None
",Resolved,Fixed,"3.18.1, 3.19.0",Unassigned,j vh,0,3,2022-07-09 01:11:39+00:00,2022-07-31 12:45:59+00:00,"Using Route Templates as described here in the Camel docs: route-template, I cannot get any exception handling to work unless I define it within the class that is constructing the template itself.
Specifically,  trying to use global exception handling in the class that calls TemplatedRouteBuilder.builder() to build a route from my template. Expected exceptions are not caught.
And there is no .onException() method implementation to customize the handling that could be called in the list of fluent methods starting with TemplatedRouteBuilder.build().


I have already posted this, with my example code, in the Camel mailing list. Please have a look at the discussion here: [mail-archive|https://lists.apache.org/thread/26kp2tpfbgj9mxpfdr106f36xyj51d7g]


This is the hi-level description from that mail article:




Hi-level overview:
- 2 projects: 1 camel template base jar and 1 springboot camel application (that builds its route using the template from the other project).
- the base jar builds a route template
- the application jar builds a route using the template from the base jar
- the desire here is to do some extra customization in the application (at templated-route creation time) to setup extra exception handling that is not included in the base template.
- I have also tried to define global level exception handling using onException() in my application project's configure() method. But this is not catching anything either.
 



There is a overview of the code in the mail article as well. But I also have a simplified single spring-boot test project with junit that I can provide if needed.","rhuanrcoha:1657309518:2022-07-09T03:45:18.496+0000:1657309518:2022-07-09T03:45:18.496+0000:Hi,

Could you provide the sample reproducer you said? 

 

If you add the Custom Error Handler like below, is it working? Reading the scenario looks like the auto-discovery from spring-boot did not find the MyCustomErrorHandler. 

 
{code:java}
context.addRoutes(new MyCustomErrorHandler());{code}
jvh:1657345099:2022-07-09T13:38:19.460+0000:1657345135:2022-07-09T13:38:55.188+0000:Hi [~rhuanrcoha],
I've added a 7zip file with the sample code. This is a simplified version (single maven project) of what I described in the mail-archive article (two maven projects).
You can duplicate the problem in 2 different ways:
 * Run the RunRouteTest junit. This will mock out the route's file component and inject a test msg to show that the global exception handling is not invoked
 * Or just run the project via ""mvn spring-boot:run"" and copy a testfile into the input_directory in the project base directory. This will trigger the route to start. The testfile can have anything in it. A single line of text will suffice.

In either scenario, you'll see that the default rollback exception handling kicks in, and my handled(true) setup from L31, and the log on L32 are never executed from the class: CreateRoute.

Note: the reason for the exception is that the code is trying to send a REST POST to a REST API on port 9000 running on your localhost. (See the 2nd template parameter on L38 in the CreateRoute class).

I will also try out your suggestion for the custom error handler and let you know how that goes.
jvh:1657348045:2022-07-09T14:27:25.892+0000:1657518458:2022-07-11T13:47:38.043+0000:Hi [~rhuanrcoha],
I've just tried your suggestion as shown below and it is also NOT working.
But if this is not exactly what you wanted to try - let me know.
Thanks,
{code:java}
   @Override
   public void configure() throws Exception {
      camelContext.addRoutes(new MyCustomErrorHandler());

      final String routeId = TemplatedRouteBuilder.builder(camelContext, ""route-template-1"")
            .routeId(""my-test-file-route"")
            .parameter(""input-directory-param-id"", ""input-directory"")
            .parameter(""rest-endpoint-id"", ""http://localhost:9000/TestSink/any-string"")
            .parameter(""route-id-param-id"", ""my-internal-route-id"")
            .add();
      log.info(""Route {} created from template"", routeId);
   }{code}
{code:java}
public class MyCustomErrorHandler implements RoutesBuilder {
   @Override
   public void addRoutesToCamelContext(final CamelContext context) throws Exception {
      context.addRoutes(new RouteBuilder() {
          @Override
          public void configure() throws Exception {
             onException(ConnectException.class)
             .handled(true)
             .log(LoggingLevel.ERROR, log, ""--> Exception: ${exception.message}, Delivery was NOT rolled back"")
             .end();
          }
      });
   }
   @Override
   public Set<String> updateRoutesToCamelContext(final CamelContext context) throws Exception {
       return null;
    }
}
{code}
rhuanrcoha:1657359615:2022-07-09T17:40:15.498+0000:1657359653:2022-07-09T17:40:53.138+0000:Hi,

The template does not use the routes configured inside the RouterBuilder. A way to configure it is by creating the RouteConfigurationBuilder as below.

 
{code:java}
@Component
public class MyCustomErrorHandler extends RouteConfigurationBuilder {
   @Override
   public void configuration() throws Exception {
       routeConfiguration(""my-error-handler"").
       onException(ConnectException.class)
      .handled(true)
      .log(LoggingLevel.ERROR, log, ""--> Exception: ${exception.message}, Delivery was NOT rolled back"");

     }
}{code}
Thus you configure it inside the template
{code:java}
routeTemplate(""route-template-1"")
.templateParameter(""input-directory-param-id"")
.templateParameter(""rest-endpoint-id"")
.templateParameter(""route-id-param-id"")

.from(""file:{{input-directory-param-id}}"")
.routeConfigurationId(""my-error-handler"")//He is the configuration. If needed you can use the template parameter.
.log(LoggingLevel.INFO, log, ""--> Read file: ${header.CamelFileName}"")
.to(""{{rest-endpoint-id}}"")
.id(""{{route-id-param-id}}"")
.log(LoggingLevel.INFO, log, ""--> File: ${header.CamelFileName} sent to rest-endpoint: {{rest-endpoint-id}}"");{code}
However, I have seen it has a bug and the template is not using the RouteConfigurationBuilder. I have found the root cause and I`ll send a PR soon to solve that. 
rhuanrcoha:1657393508:2022-07-10T03:05:08.037+0000:1657393525:2022-07-10T03:05:25.520+0000:Hi,

I sent a PR to solve this issue. I`m sharing the sample updated with the RouteConfigurationBuilder. As soon as the PR is merged you can test.

 

[^camel-template-so.zip]
jvh:1657519929:2022-07-11T14:12:09.054+0000:1657520273:2022-07-11T14:17:53.256+0000:Thanks for clarifying the error handler implementation, and also fixing the bug :)

I've re-coded my custom error handler to follow your pattern, and have also used a template parameter to pass in the route configuration id for the error handler.

So, yes, as soon as the PR is merged, I can test this out.

Or let me know if there is a SNAPSHOT build somewhere that I could test with, rather than waiting for the release.
rhuanrcoha:1657947060:2022-07-16T12:51:00.360+0000:1657947077:2022-07-16T12:51:17.768+0000:Hi [~jvh],

To test now the updates you can build this branch [https://github.com/rhuan080/camel/tree/CAMEL-18262.] The PR was approved and will be merged soon.
davsclaus:1658736679:2022-07-25T16:11:19.050+0000:1658736679:2022-07-25T16:11:19.050+0000:Thanks for reporting and the PR"
0,CAMEL-18261,Improvement,Minor,None,"4.0-RC2, 4.0.0","
None
",Resolved,Fixed,"4.0-RC2, 4.0.0",Vaishnavi R,ALEXANDRE DAVI ZANELATTO,0,2,2022-07-08 19:12:52+00:00,2023-07-11 13:00:06+00:00,"Add the following options to mongodb component:



ssl: A boolean to enable or disables TLS/SSL for the connection;
directConnection: Allow a driver to force a Single topology type with a connection string containing one host;
retryWrites: Enable retryable writes.



These options are currently missing from the mongodb endpoint URI.","valdar:1674460630:2023-01-23T15:57:10.174+0000:1674460630:2023-01-23T15:57:10.174+0000:I was about to open a similar issue then I stumbled upon this [~acosentino], related to https://issues.apache.org/jira/browse/CAMEL-18969"
